sample_title	mouse_line	cre_driver_1	cre_driver_2	cre_reporter	dissection	tdTomato	pass_qc_checks	broad_type	core_intermediate	primary_type	secondary_type	aibs_vignette_id
Cux2_tdTpositive_cell_67	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L1-L2/3	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		C976_V234
Cux2_tdTpositive_cell_69	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L1-L2/3	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		C978_V234
Cux2_tdTpositive_cell_73	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		C1245_V
Cux2_tdTpositive_cell_74	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		C1246_V
Cux2_tdTpositive_cell_89	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		C1262_V
Cux2_tdTpositive_cell_91	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L2/3 Ptgs2	C1264_V
Cux2_tdTpositive_cell_93	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		C1266_V
Nos1_tdTpositive_cell_72	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L2/3 Ptgs2	U1507_V
Nr5a1_tdTpositive_cell_3	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N234_V4
Nr5a1_tdTpositive_cell_4	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N235_V4
Nr5a1_tdTpositive_cell_7	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N238_V4
Nr5a1_tdTpositive_cell_8	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N239_V4
Nr5a1_tdTpositive_cell_9	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N732_V4
Nr5a1_tdTpositive_cell_11	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N939_V4
Nr5a1_tdTpositive_cell_12	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N940_V4
Nr5a1_tdTpositive_cell_23	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N1586_V
Nr5a1_tdTpositive_cell_24	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N1589_V
Nr5a1_tdTpositive_cell_33	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N1715_V
Nr5a1_tdTpositive_cell_34	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N1716_V
Nr5a1_tdTpositive_cell_35	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N1717_V
Nr5a1_tdTpositive_cell_45	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N348_V4
Nr5a1_tdTpositive_cell_46	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		N349_V4
Nr5a1_tdTpositive_cell_47	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N350_V4
Nr5a1_tdTpositive_cell_48	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	N351_V4
Rbp4_tdTpositive_cell_16	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		R2076_V
Rbp4_tdTpositive_cell_62	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	R436_V5
Rbp4_tdTpositive_cell_142	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L5 Ucma	R321_V
Rorb_tdTpositive_cell_1	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B590_V4
Rorb_tdTpositive_cell_2	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B591_V4
Rorb_tdTpositive_cell_3	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B592_V4
Rorb_tdTpositive_cell_11	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B601_V4
Rorb_tdTpositive_cell_12	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B602_V4
Rorb_tdTpositive_cell_14	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B604_V4
Rorb_tdTpositive_cell_24	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B80_V4
Rorb_tdTpositive_cell_26	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		B82_V4
Scnn1a-Tg3_tdTpositive_cell_9	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	S463_V4
Scnn1a-Tg3_tdTpositive_cell_24	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S519_V4
Scnn1a-Tg3_tdTpositive_cell_49	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	S546_V4
Scnn1a-Tg3_tdTpositive_cell_55	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S554_V4
Scnn1a-Tg3_tdTpositive_cell_66	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	S1276_V
Scnn1a-Tg3_tdTpositive_cell_68	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	S1278_V
Scnn1a-Tg3_tdTpositive_cell_70	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	S1280_V
Scnn1a-Tg3_tdTpositive_cell_74	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Arf5	S1286_V
Scnn1a-Tg3_tdTpositive_cell_75	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S1287_V
Scnn1a-Tg3_tdTpositive_cell_76	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	S1288_V
Scnn1a-Tg3_tdTpositive_cell_77	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S1289_V
Scnn1a-Tg3_tdTpositive_cell_85	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S1299_V
Scnn1a-Tg3_tdTpositive_cell_88	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S1302_V
Scnn1a-Tg3_tdTpositive_cell_89	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S1303_V
Scnn1a-Tg3_tdTpositive_cell_90	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S1304_V
Scnn1a-Tg3_tdTpositive_cell_91	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		S1305_V
Slc17a6_tdTpositive_cell_13	Slc17a6	Slc17a6-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L4 Ctxn3	L4 Scnn1a	Sc1865_V
Slc17a6_tdTpositive_cell_18	Slc17a6	Slc17a6-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L4 Ctxn3		Sc1870_V
Rbp4_tdTpositive_cell_7	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R230_V5
Rbp4_tdTpositive_cell_9	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R2068_V
Rbp4_tdTpositive_cell_12	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R2072_V
Rbp4_tdTpositive_cell_27	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R2087_V
Rbp4_tdTpositive_cell_38	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R2099_V
Rbp4_tdTpositive_cell_49	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R421_V5
Rbp4_tdTpositive_cell_113	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R833_V5
Rbp4_tdTpositive_cell_120	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		R840_V5
CAV_LP_Ipsi_tdTpos_cell_15	CAV_LP_Ipsi	CAV2-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		N/A
CAV_LP_Ipsi_tdTpos_cell_20	CAV_LP_Ipsi	CAV2-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		N/A
CAV_LP_Ipsi_tdTpos_cell_40	CAV_LP_Ipsi	CAV2-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Chrna6		N/A
Cux2_tdTpositive_cell_10	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		C479_V4
Cux2_tdTpositive_cell_26	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Scnn1a	C495_V4
Cux2_tdTpositive_cell_30	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		C499_V4
Cux2_tdTpositive_cell_39	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		C508_V4
Cux2_tdTpositive_cell_48	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		C517_V4
Cux2_tdTpositive_cell_53	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L1-L2/3	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		C962_V234
Cux2_tdTpositive_cell_83	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		C1256_V
Cux2_tdTpositive_cell_85	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Arf5	C1258_V
Rbp4_tdTpositive_cell_19	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R2079_V
Rbp4_tdTpositive_cell_29	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R2089_V
Rbp4_tdTpositive_cell_34	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R2095_V
Rbp4_tdTpositive_cell_35	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R2096_V
Rbp4_tdTpositive_cell_36	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R2097_V
Rbp4_tdTpositive_cell_37	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R2098_V
Rbp4_tdTpositive_cell_61	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Arf5	R435_V5
Rbp4_tdTpositive_cell_78	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R615_V5
Rbp4_tdTpositive_cell_136	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R315_V5
Rbp4_tdTpositive_cell_144	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Scnn1a	R323_V
Rbp4_tdTpositive_cell_158	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R337_V
Rbp4_tdTpositive_cell_164	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		R343_V
Rorb_tdTpositive_cell_4	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		B593_V4
Rorb_tdTpositive_cell_6	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		B595_V4
Rorb_tdTpositive_cell_10	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L5a Tcerg1l	B600_V4
Rorb_tdTpositive_cell_19	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		B824_V4
Rorb_tdTpositive_cell_23	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		B828_V4
Scnn1a-Tg2_tdTpositive_cell_1	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q286_V4
Scnn1a-Tg2_tdTpositive_cell_3	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q288_V4
Scnn1a-Tg2_tdTpositive_cell_4	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q289_V4
Scnn1a-Tg2_tdTpositive_cell_5	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q290_V4
Scnn1a-Tg2_tdTpositive_cell_6	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Scnn1a	Q582_V4
Scnn1a-Tg2_tdTpositive_cell_7	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q583_V4
Scnn1a-Tg2_tdTpositive_cell_8	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q584_V4
Scnn1a-Tg2_tdTpositive_cell_9	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q585_V4
Scnn1a-Tg2_tdTpositive_cell_10	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q586_V4
Scnn1a-Tg2_tdTpositive_cell_11	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q588_V4
Scnn1a-Tg2_tdTpositive_cell_12	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q589_V4
Scnn1a-Tg2_tdTpositive_cell_15	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q1062_V4
Scnn1a-Tg2_tdTpositive_cell_18	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Scnn1a	Q1065_V4
Scnn1a-Tg2_tdTpositive_cell_19	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		Q1066_V4
Scnn1a-Tg3_tdTpositive_cell_1	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L5a Tcerg1l	S265_V4
Scnn1a-Tg3_tdTpositive_cell_5	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S269_V4
Scnn1a-Tg3_tdTpositive_cell_19	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S474_V4
Scnn1a-Tg3_tdTpositive_cell_22	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S477_V4
Scnn1a-Tg3_tdTpositive_cell_28	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S524_V4
Scnn1a-Tg3_tdTpositive_cell_32	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Scnn1a	S528_V4
Scnn1a-Tg3_tdTpositive_cell_39	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S535_V4
Scnn1a-Tg3_tdTpositive_cell_51	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S548_V4
Scnn1a-Tg3_tdTpositive_cell_59	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	lower	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S1054_V56
Scnn1a-Tg3_tdTpositive_cell_63	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	lower	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L5a Tcerg1l	S1058_V56
Scnn1a-Tg3_tdTpositive_cell_78	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5a Hsd11b1	L4 Arf5	S1290_V
Scnn1a-Tg3_tdTpositive_cell_93	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S137_V4
Scnn1a-Tg3_tdTpositive_cell_95	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S139_V4
Scnn1a-Tg3_tdTpositive_cell_96	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	Y	Glutamatergic Neuron	core	L5a Hsd11b1		S140_V4
Rbp4_tdTpositive_cell_1	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R224_V5
Rbp4_tdTpositive_cell_3	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	intermediate	L5 Ucma	L5a Batf3	R226_V5
Rbp4_tdTpositive_cell_10	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R2070_V
Rbp4_tdTpositive_cell_23	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R2083_V
Rbp4_tdTpositive_cell_30	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R2090_V
Rbp4_tdTpositive_cell_44	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R2105_V
Rbp4_tdTpositive_cell_47	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R419_V5
Rbp4_tdTpositive_cell_53	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	intermediate	L5 Ucma	L5a Tcerg1l	R427_V5
Rbp4_tdTpositive_cell_99	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R636_V5
Rbp4_tdTpositive_cell_102	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R639_V5
Rbp4_tdTpositive_cell_103	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R640_V5
Rbp4_tdTpositive_cell_155	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R334_V
Rbp4_tdTpositive_cell_171	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5 Ucma	L4 Ctxn3	R360_V
Rbp4_tdTpositive_cell_172	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5 Ucma		R361_V
Rorb_tdTpositive_cell_40	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L5	positive	Y	Glutamatergic Neuron	core	L5 Ucma		B380_V5
Scnn1a-Tg3_tdTnegative_cell_20	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	Y	Glutamatergic Neuron	intermediate	L5 Ucma	L5a Batf3	S578n_V4
Calb2_tdTpositive_cell_27	Calb2	Calb2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5a Batf3	L6a Sla	A1612_V
Chrna2_tdTpositive_cell_3	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	L6	positive	Y	Glutamatergic Neuron	core	L5a Batf3		K1782_V6
Chrna2_tdTpositive_cell_18	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Batf3		K658_V5
Chrna2_tdTpositive_cell_22	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5a Batf3	L5a Tcerg1l	K662_V5
Chrna2_tdTpositive_cell_24	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5a Batf3	L5a Pde1c	K664_V5
Chrna2_tdTpositive_cell_38	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Batf3		K679_V5
Chrna2_tdTpositive_cell_58	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Batf3		K1185_V
Chrna2_tdTpositive_cell_63	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	core	L5a Batf3		K1190_V
Chrna2_tdTpositive_cell_73	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	Glutamatergic Neuron	intermediate	L5a Batf3	L5a Pde1c	K1363_V
