Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
CEBPB	16.996	4.087	6.544E-45	CCAAT/enhancer binding protein (C/EBP), beta
CEBPD	11.325	3.501	9.978E-41	
CEBPE	0.074	-3.76	8.332E-04	CCAAT/enhancer binding protein (C/EBP), epsilon
CEBPG	0.583	-0.777	1.350E-03	CCAAT/enhancer binding protein (C/EBP), gamma
CECR2	0.609	-0.716	3.387E-01	
CECR5	0.735	-0.445	8.323E-02	Cat eye syndrome chromosome region, candidate 5 homolog (human)
CELA1	3.242	1.697	3.340E-02	Transcribed locus
CELA2A	3.556	1.83	7.160E-01	Transcribed locus, moderately similar to XP_001083099.1 elastase 2A isoform 1 [Macaca mulatta]
CELF2	0.518	-0.949	3.949E-04	Transcribed locus
CELF3	0.835	-0.259	8.660E-01	Transcribed locus
CELF5	0.73	-0.454	7.795E-01	
CELSR1	0.543	-0.88	5.767E-01	Cadherin EGF LAG seven-pass G-type receptor 1
CELSR2	0.733	-0.447	2.861E-01	Cadherin EGF LAG seven-pass G-type receptor 2
CELSR3	1.522	0.606	3.964E-01	Cadherin EGF LAG seven-pass G-type receptor 3
CENPA	0.334	-1.583	1.690E-06	Transcribed locus
CENPB	1.279	0.355	3.879E-02	Centromere protein B
CENPC1	1.165	0.22	5.480E-01	Centromere protein C1
CENPE	0.538	-0.895	4.449E-01	Centromere protein E
CENPF	0.301	-1.733	2.354E-05	Centromere protein F
CENPH	0.418	-1.258	5.079E-01	Centromere protein H
CENPJ	0.593	-0.753	4.219E-02	Centromere protein J
CENPL	0.756	-0.404	2.829E-01	
CENPN	0.816	-0.293	9.372E-01	Transcribed locus
CENPO	0.749	-0.416	1.053E-01	Centromere protein O
CENPP	1.215	0.281	9.811E-01	
CENPT	1.371	0.455	7.791E-02	Centromere protein T
CENPV	0.69	-0.536	1.863E-01	
Cep110	1.118	0.161	7.369E-01	
CEP120	0.912	-0.133	6.160E-01	Coiled-coil domain containing 100
CEP135	0.73	-0.454	3.310E-02	
CEP152	3.042	1.605	1.119E-22	
CEP164	0.521	-0.94	7.847E-06	Centrosomal protein 164
CEP170	0.488	-1.034	1.324E-08	Transcribed locus
CEP192	0.544	-0.879	8.121E-08	
CEP250	0.481	-1.057	3.875E-13	Centrosomal protein 250
CEP290	0.478	-1.064	1.223E-02	
CEP350	0.503	-0.99	1.883E-10	
CEP55	0.28	-1.838	1.495E-01	
CEP57	0.851	-0.233	3.249E-01	Centrosomal protein 57
CEP57L1	0.653	-0.615	1.013E-01	RIKEN cDNA 2410017P07 gene
CEP63	0.868	-0.205	2.914E-01	
CEP68	0.404	-1.308	1.518E-08	Centrosomal protein 68
CEP70	0.836	-0.258	5.248E-01	Centrosomal protein 70
CEP72	0.448	-1.157	2.359E-05	Transcribed locus
CEP76	1.147	0.198	7.936E-01	Centrosomal protein 76
CEP78	0.689	-0.537	1.607E-01	
CEP97	0.498	-1.006	1.505E-04	Leucine-rich repeats and IQ motif containing 2
CEPT1	2.762	1.466	1.640E-20	Choline/ethanolaminephosphotransferase 1
CERCAM	0.46	-1.119	2.283E-04	Cerebral endothelial cell adhesion molecule 1
CERK	0.659	-0.602	3.436E-02	Ceramide kinase
CERKL	50.799	5.667	9.911E-02	
CES1D	0.122	-3.037	6.241E-01	Carboxylesterase 3
CES1F	11.344	3.504	4.811E-01	Expressed sequence AU018778
CES1G	9.99	3.321	5.079E-01	Carboxylesterase 1
CES2E	22.293	4.479	3.048E-01	Transcribed locus
CES4A	11.344	3.504	4.811E-01	CDNA sequence BC026374
CETN2	0.767	-0.383	1.516E-01	Centrin 2
CETN3	0.823	-0.281	2.072E-01	Centrin 3
CETN4	3.201	1.679	1.102E-01	Centrin 4
CFB	3.928	1.974	3.534E-06	Complement factor B
CFC1	85.37	6.416	1.558E-02	Cripto, FRL-1, cryptic family 1
CFDP1	0.902	-0.149	7.737E-01	
CFH	0.797	-0.328	1.959E-01	CDNA sequence BC026782
CFHR2	0.625	-0.677	1.230E-01	Transcribed locus
CFL1	1.349	0.432	1.834E-01	Cofilin 1, non-muscle
CFL2	0.869	-0.202	4.435E-01	Cofilin 2, muscle
CFP	1.486	0.572	1.166E-01	Complement factor properdin
CGA	0.023	-5.443	2.498E-01	
CGGBP1	1.169	0.225	3.048E-01	CGG triplet repeat binding protein 1
CGNL1	0.466	-1.103	6.591E-01	Cingulin-like 1
CGREF1	0.431	-1.214	3.601E-03	
CGRRF1	0.841	-0.25	3.513E-01	
CH25H	42.066	5.395	9.656E-31	Cholesterol 25-hydroxylase
CHAC1	8.659	3.114	9.321E-18	ChaC, cation transport regulator-like 1 (E. coli)
CHAC2	0.596	-0.745	2.669E-02	ChaC, cation transport regulator homolog 2 (E. coli)
CHAD	0.414	-1.273	9.996E-07	Chondroadherin
CHADL	0.482	-1.053	3.637E-01	
CHAF1A	0.792	-0.337	3.968E-01	
CHAF1B	0.524	-0.933	4.250E-01	Chromatin assembly factor 1, subunit B (p60)
CHCHD1	1.083	0.115	9.037E-01	
CHCHD10	0.422	-1.244	9.264E-02	
CHCHD2	0.898	-0.155	7.424E-01	CDNA, clone:Y2G0119E09, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000056236, bas
CHCHD3	0.768	-0.381	9.358E-02	Coiled-coil-helix-coiled-coil-helix domain containing 3
CHCHD4	1.511	0.595	1.059E-02	
CHCHD5	0.587	-0.768	1.677E-02	Coiled-coil-helix-coiled-coil-helix domain containing 5
CHCHD6	0.693	-0.53	7.016E-02	
CHCHD7	0.711	-0.491	7.563E-02	Coiled-coil-helix-coiled-coil-helix domain containing 7
CHCHD8	0.439	-1.189	3.351E-04	
CHD1	2.219	1.15	3.257E-17	Chromodomain helicase DNA binding protein 1
CHD1L	0.856	-0.224	4.447E-01	
CHD2	1.164	0.219	3.063E-01	
CHD3	1.669	0.739	1.160E-06	Chromodomain helicase DNA binding protein 3
CHD4	1.497	0.582	3.935E-02	Chromodomain helicase DNA binding protein 4
CHD6	0.737	-0.44	1.029E-02	Chromodomain helicase DNA binding protein 6
CHD7	1.163	0.218	5.452E-01	Chromodomain helicase DNA binding protein 7
CHD8	0.842	-0.248	2.609E-01	Chromodomain helicase DNA binding protein 8
CHD9	0.367	-1.446	2.718E-09	Chromodomain helicase DNA binding protein 9
CHDH	0.088	-3.502	4.237E-03	Choline dehydrogenase
CHEK2	0.369	-1.44	6.824E-07	CHK2 checkpoint homolog (S. pombe)
CHERP	1.142	0.192	4.020E-01	Calcium homeostasis endoplasmic reticulum protein
CHFR	0.947	-0.079	8.778E-01	Checkpoint with forkhead and ring finger domains
CHGA	0.54	-0.89	4.076E-01	Transcribed locus, weakly similar to XP_001092629.1 similar to chromogranin A precursor [Macaca mul
CHGB	0.794	-0.333	7.819E-01	Chromogranin B
CHI3L1	0.387	-1.369	1.778E-01	chitinase 3-like 1 (cartilage glycoprotein-39)
CHI3L3	0.149	-2.745	2.183E-06	
CHI3L4	0.193	-2.376	1.555E-04	
CHIA	0.015	-6.054	1.479E-01	chitinase, acidic
CHIC1	0.796	-0.329	6.714E-01	Cysteine-rich hydrophobic domain 1
CHIC2	1.092	0.127	7.574E-01	
CHID1	0.662	-0.595	1.881E-03	
CHIT1	0.044	-4.497	3.425E-01	Chitinase 1 (chitotriosidase)
CHKA	2.79	1.481	1.197E-27	Choline kinase alpha
CHKB	1.33	0.411	1.469E-02	
CHL1	0.596	-0.747	6.445E-01	Cell adhesion molecule with homology to L1CAM
CHM	0.822	-0.282	2.283E-01	Choroidermia
CHML	0.676	-0.564	9.689E-03	Choroideremia-like
CHMP1A	0.868	-0.205	2.216E-01	Chromatin modifying protein 1A
CHMP1B	0.728	-0.457	1.222E-03	Transcribed locus
CHMP2A	1.087	0.12	6.591E-01	
CHMP2B	0.861	-0.216	3.048E-01	Chromatin modifying protein 2B
CHMP3	0.85	-0.234	1.219E-01	Vacuolar protein sorting 24 (yeast)
CHMP4B	2.253	1.172	1.962E-07	Chromatin modifying protein 4B
CHMP4C	0.623	-0.682	5.160E-01	
CHMP5	0.831	-0.267	1.404E-01	Transcribed locus
CHMP6	0.682	-0.553	3.883E-03	Transcribed locus, moderately similar to XP_001110906.1 similar to chromatin modifying protein 6 [M
CHMP7	0.952	-0.07	8.828E-01	
CHN1	0.667	-0.584	5.816E-01	Chimerin (chimaerin) 1
CHN2	0.964	-0.053	9.897E-01	Chimerin (chimaerin) 2
CHODL	0.023	-5.434	2.511E-01	Transcribed locus
CHORDC1	1.081	0.112	6.934E-01	Cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1
CHPF	1.438	0.524	1.974E-01	Transcribed locus
CHPF2	0.749	-0.417	5.999E-03	RIKEN cDNA 2010209O12 gene
CHPT1	0.6	-0.736	7.472E-04	
CHRAC1	0.794	-0.334	1.516E-01	
CHRD	1.496	0.581	8.397E-01	
CHRDL1	0.034	-4.887	2.003E-01	Chordin-like 1
CHRM1	0.178	-2.488	1.092E-01	Cholinergic receptor, muscarinic 1, CNS
CHRM4	1.614	0.691	7.568E-01	
CHRNA10	30.356	4.924	1.965E-01	Cholinergic receptor, nicotinic, alpha polypeptide 10
CHRNA2	1.781	0.833	4.864E-01	Cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)
CHRNA4	0.51	-0.97	9.676E-01	Cholinergic receptor, nicotinic, alpha polypeptide 4
CHRNA7	10.41	3.38	4.989E-01	
CHRNA9	74.426	6.218	6.543E-02	Cholinergic receptor, nicotinic, alpha polypeptide 9
CHRNB4	49.155	5.619	1.241E-01	Transcribed locus
CHRNG	18.64	4.22	3.387E-01	Cholinergic receptor, nicotinic, gamma polypeptide
CHST1	0.558	-0.843	6.869E-06	Carbohydrate (keratan sulfate Gal-6) sulfotransferase 1
CHST10	0.736	-0.441	2.874E-01	Transcribed locus
CHST11	0.847	-0.24	2.848E-01	Carbohydrate sulfotransferase 11
CHST12	0.289	-1.791	4.189E-21	Carbohydrate sulfotransferase 12
CHST14	1.204	0.268	2.551E-01	Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14
CHST15	0.373	-1.423	3.682E-15	RIKEN cDNA 4631426J05 gene
CHST2	0.575	-0.799	3.835E-03	Carbohydrate sulfotransferase 2
CHST3	2.35	1.233	9.088E-01	Carbohydrate (chondroitin 6/keratan) sulfotransferase 3
CHST7	2.212	1.146	1.126E-15	Carbohydrate (N-acetylglucosamino) sulfotransferase 7
CHST8	0.586	-0.77	5.999E-03	Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8
CHSY1	2.895	1.533	8.447E-10	Carbohydrate (chondroitin) synthase 1
CHSY3	1.814	0.859	9.709E-01	RIKEN cDNA 4833446K15 gene
CHTF18	0.628	-0.671	3.740E-01	
CHTF8	0.92	-0.12	7.102E-01	RIKEN cDNA 5830457O10 gene
CHUK	1.202	0.265	1.215E-01	Conserved helix-loop-helix ubiquitous kinase
CIAO1	0.816	-0.293	9.886E-02	Cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)
CIAPIN1	1.202	0.265	2.507E-01	Cytokine induced apoptosis inhibitor 1
CIB1	0.567	-0.819	8.523E-07	
CIB2	0.56	-0.837	4.019E-03	Calcium and integrin binding family member 2
CIB3	0.122	-3.037	6.241E-01	
CIC	1.204	0.268	4.429E-01	Capicua homolog (Drosophila)
CIDEA	90.342	6.497	3.873E-02	
CIITA	0.277	-1.852	8.278E-02	Class II transactivator
CINP	0.871	-0.199	4.429E-01	Transcribed locus
CIR1	0.546	-0.873	3.623E-04	RIKEN cDNA 1700023B02 gene
CIRBP	0.576	-0.795	2.145E-03	Cold inducible RNA binding protein
CIRH1A	3.144	1.653	9.733E-26	Transcribed locus
CISD1	0.628	-0.671	6.327E-02	CDGSH iron sulfur domain 1
CISD2	1.398	0.483	1.653E-03	
CISD3	0.771	-0.375	2.495E-01	
CISH	79.619	6.315	4.272E-201	Cytokine inducible SH2-containing protein
CIT	0.419	-1.254	6.246E-02	Citron
CITED1	0.066	-3.92	4.359E-01	
CITED2	0.514	-0.961	3.406E-05	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
CITED4	0.017	-5.849	1.754E-01	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4
CIZ1	0.703	-0.508	1.816E-03	
CK137956	0.123	-3.019	6.245E-01	
CKAP2	0.206	-2.277	8.671E-02	Cytoskeleton associated protein 2
CKAP2L	0.7	-0.514	1.403E-01	
CKAP4	0.415	-1.267	3.512E-13	Cytoskeleton-associated protein 4
CKAP5	0.737	-0.441	3.680E-03	Cytoskeleton associated protein 5
CKB	0.423	-1.241	4.672E-06	
CKMT1	0.617	-0.697	7.086E-01	Creatine kinase, mitochondrial 1, ubiquitous
CKS1B	0.711	-0.492	7.022E-01	Transcribed locus
CKS2	0.551	-0.86	1.419E-02	
CLASP1	0.727	-0.46	2.269E-02	CLIP associating protein 1
CLASP2	0.533	-0.907	2.388E-04	CLIP associating protein 2
CLASRP	0.715	-0.485	1.841E-03	
CLCF1	0.452	-1.145	1.957E-13	
CLCN1	2.532	1.34	5.792E-01	Chloride channel 1
CLCN2	0.788	-0.344	3.006E-01	
CLCN3	0.811	-0.302	8.811E-02	Transcribed locus
CLCN5	0.595	-0.748	1.083E-02	Chloride channel 5
CLCN7	0.722	-0.469	1.208E-03	Chloride channel 7
CLDN1	0.471	-1.087	4.995E-01	Transcribed locus
CLDN10	1.371	0.455	9.432E-01	
CLDN11	0.809	-0.306	7.796E-01	Claudin 11
CLDN12	1.199	0.261	6.496E-01	Claudin 12
CLDN14	0.066	-3.925	4.429E-01	Claudin 14
CLDN15	0.275	-1.861	3.151E-01	Claudin 15
CLDN19	22.272	4.477	3.048E-01	Claudin 19
CLDN2	0.041	-4.599	1.521E-02	Claudin 2
CLDN20	0.491	-1.025	6.921E-01	
CLDN23	44.63	5.48	1.623E-01	
CLDN24	0.065	-3.952	4.587E-01	
CLDN26	0.065	-3.95	4.429E-01	RIKEN cDNA 4930511J11 gene
CLDN5	0.315	-1.668	2.562E-01	Claudin 5
CLDN6	0.065	-3.951	4.429E-01	Claudin 6
CLDN7	7.956	2.992	6.637E-02	Claudin 7
CLDN9	0.023	-5.464	1.874E-01	Claudin 9
CLDND2	0.455	-1.136	9.090E-01	
CLEC10A	0.194	-2.368	9.712E-02	
CLEC11A	0.424	-1.237	6.160E-01	C-type lectin domain family 11, member a
CLEC12A	0.205	-2.287	8.898E-02	Transcribed locus
CLEC16A	0.703	-0.508	5.580E-03	C-type lectin domain family 16, member A
CLEC18A	2.063	1.045	9.591E-01	
CLEC1A	0.15	-2.736	1.071E-02	Transcribed locus
CLEC1B	0.055	-4.182	3.901E-03	
CLEC2D	5.071	2.342	4.153E-36	C-type lectin domain family 2, member d
CLEC2E	0.034	-4.888	2.838E-01	C-type lectin domain family 2, member e
CLEC2H	0.066	-3.925	4.429E-01	C-type lectin domain family 2, member h
CLEC2I	0.413	-1.274	4.723E-01	C-type lectin domain family 2, member i
CLEC3B	0.5	-1.001	9.114E-01	
CLEC4A1	1.294	0.371	3.447E-01	C-type lectin domain family 4, member a1
CLEC4A2	0.416	-1.265	2.103E-17	C-type lectin domain family 4, member a2
CLEC4A3	0.605	-0.724	6.447E-07	C-type lectin domain family 4, member a3
CLEC4A4	0.55	-0.863	5.672E-01	C-type lectin domain family 4, member a4
CLEC4B1	0.273	-1.876	3.855E-01	C-type lectin domain family 4, member b1
CLEC4D	18.545	4.213	4.699E-04	C-type lectin domain family 4, member d
CLEC4E	47.442	5.568	3.530E-06	Transcribed locus
CLEC4F	11.344	3.504	4.811E-01	C-type lectin domain family 4, member f
CLEC4N	13.396	3.744	1.568E-02	
CLEC5A	0.836	-0.259	1.853E-01	C-type lectin domain family 5, member a
CLEC7A	0.452	-1.145	1.355E-08	C-type lectin domain family 7, member a
CLEC9A	0.489	-1.031	8.574E-01	C-type lectin domain family 9, member a
CLGN	0.34	-1.558	1.415E-05	Calmegin
CLIC1	1.087	0.12	9.346E-01	Chloride intracellular channel 1
CLIC3	1.424	0.51	1.109E-01	
CLIC4	6.882	2.783	1.245E-29	Chloride intracellular channel 4 (mitochondrial)
CLIC5	0.717	-0.48	9.619E-01	Chloride intracellular channel 5
CLIC6	0.122	-3.034	8.560E-05	Chloride intracellular channel 6
CLINT1	0.88	-0.185	6.245E-01	Clathrin interactor 1
CLIP1	0.757	-0.402	1.075E-02	CAP-GLY domain containing linker protein 1
CLIP2	0.405	-1.306	1.778E-16	CAP-GLY domain containing linker protein 2
CLIP4	0.463	-1.111	6.071E-01	
CLK2	1.133	0.18	3.716E-01	
CLK3	1.064	0.089	8.181E-01	
CLN3	0.796	-0.328	7.372E-02	Ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)
CLN5	0.701	-0.512	9.352E-05	Ceroid-lipofuscinosis, neuronal 5
CLN6	0.575	-0.798	3.725E-04	Ceroid-lipofuscinosis, neuronal 6
CLN8	0.176	-2.507	2.222E-56	Ceroid-lipofuscinosis, neuronal 8
CLNS1A	0.821	-0.284	2.553E-01	Chloride channel, nucleotide-sensitive, 1A
CLOCK	0.76	-0.396	3.757E-02	Circadian locomoter output cycles kaput
CLP1	1.207	0.271	2.342E-01	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)
CLPB	0.802	-0.318	1.759E-01	ClpB caseinolytic peptidase B homolog (E. coli)
CLPP	0.88	-0.185	6.316E-01	
CLSPN	0.117	-3.095	8.599E-03	Claspin homolog (Xenopus laevis)
CLSTN1	0.646	-0.63	1.368E-02	Calsyntenin 1
CLSTN3	0.83	-0.269	6.653E-01	Calsyntenin 3
CLTA	0.723	-0.468	1.173E-01	
CLTB	3.033	1.601	5.659E-32	Transcribed locus
CLTC	0.66	-0.601	1.403E-02	Clathrin, heavy polypeptide (Hc)
CLU	0.275	-1.864	1.081E-03	
CLUAP1	0.696	-0.522	1.491E-02	Transcribed locus, moderately similar to XP_874969.2 similar to Clusterin associated protein 1 [Bos
CLVS1	0.065	-3.95	4.429E-01	
CLVS2	44.88	5.488	1.875E-01	
CLYBL	0.551	-0.859	5.292E-02	Citrate lyase beta like
CMAH	0.084	-3.571	1.846E-02	
CMAS	0.936	-0.096	8.639E-01	Cytidine monophospho-N-acetylneuraminic acid synthetase
CMBL	0.428	-1.225	7.208E-01	Carboxymethylenebutenolidase-like (Pseudomonas)
CMC1	0.901	-0.151	9.533E-01	Transcribed locus
CMIP	0.91	-0.136	5.489E-01	
CMKLR1	0.741	-0.432	1.635E-01	Chemokine-like receptor 1
CML1	0.291	-1.781	1.842E-09	
CML3	0.023	-5.443	1.863E-01	
CMPK1	1.19	0.251	2.402E-01	Transcribed locus
CMPK2	1.946	0.96	4.675E-03	Thymidylate kinase family LPS-inducible member
CMTM4	0.527	-0.924	5.088E-04	CKLF-like MARVEL transmembrane domain containing 4
CMTM6	0.677	-0.564	6.362E-03	CKLF-like MARVEL transmembrane domain containing 6
CMTM7	0.475	-1.075	5.334E-06	
CMTM8	0.474	-1.077	6.658E-05	
CMYA5	0.472	-1.084	2.403E-05	
CNBP	1.368	0.452	1.412E-01	Cellular nucleic acid binding protein
CNDP1	0.008	-6.963	6.861E-02	
CNDP2	1.478	0.564	4.054E-02	CNDP dipeptidase 2 (metallopeptidase M20 family)
CNIH	0.946	-0.081	8.857E-01	
CNIH3	0.277	-1.85	3.529E-01	
CNIH4	0.931	-0.102	7.566E-01	Cornichon homolog 4 (Drosophila)
CNKSR1	4.663	2.221	4.429E-01	Connector enhancer of kinase suppressor of Ras 1
CNN1	19.754	4.304	3.131E-01	Calponin 1
CNN2	1.581	0.661	7.368E-04	Calponin 2
CNNM2	0.585	-0.774	5.065E-04	Transcribed locus
CNNM3	0.541	-0.887	1.388E-08	Cyclin M3
CNNM4	1.827	0.87	3.335E-07	Cyclin M4
CNOT1	0.883	-0.179	4.429E-01	
CNOT10	0.82	-0.286	6.309E-02	
CNOT2	0.754	-0.408	6.618E-03	Transcribed locus
CNOT3	0.683	-0.551	7.077E-05	
CNOT6	1.481	0.566	1.388E-04	Transcribed locus
CNOT6L	0.653	-0.615	2.431E-04	
CNOT7	1.24	0.31	4.569E-02	
CNOT8	0.744	-0.426	5.057E-03	CCR4-NOT transcription complex, subunit 8
CNP	0.538	-0.895	2.670E-10	2',3'-cyclic nucleotide 3' phosphodiesterase
CNPY2	0.605	-0.726	5.405E-07	Transcribed locus
CNPY3	0.733	-0.447	9.914E-02	Trinucleotide repeat containing 5
CNPY4	0.671	-0.575	4.169E-02	RIKEN cDNA 2610019P18 gene
CNR2	0.492	-1.022	5.313E-05	Cannabinoid receptor 2 (macrophage)
CNRIP1	0.776	-0.366	1.673E-01	Transcribed locus
CNST	0.579	-0.788	1.151E-04	Transcribed locus
CNTN1	0.827	-0.273	7.977E-01	Transcribed locus
CNTN4	0.473	-1.079	7.625E-01	Contactin 4
CNTN5	0.123	-3.019	6.211E-01	
CNTN6	2.048	1.034	6.062E-01	Contactin 6
CNTNAP1	0.613	-0.706	1.628E-01	Contactin associated protein-like 1
CNTNAP2	0.238	-2.072	3.153E-01	Contactin associated protein-like 2
CNTNAP3	0.066	-3.925	4.429E-01	Contactin associated protein-like 3
CNTNAP4	0.21	-2.255	3.214E-01	Contactin associated protein-like 4
CNTROB	1.744	0.802	1.722E-05	Centrobin, centrosomal BRCA2 interacting protein
COASY	0.43	-1.219	2.801E-14	Coenzyme A synthase
COBL	0.217	-2.206	1.765E-01	
COBLL1	0.343	-1.542	3.031E-01	Cobl-like 1
COCH	2.627	1.393	5.290E-01	Coagulation factor C homolog (Limulus polyphemus)
COG3	1.123	0.167	3.756E-01	
COG4	1.135	0.183	3.609E-01	Component of oligomeric golgi complex 4
COG5	0.608	-0.717	5.331E-04	
COG7	0.655	-0.61	7.554E-03	
COG8	0.893	-0.164	4.447E-01	Component of oligomeric golgi complex 8
COIL	0.91	-0.136	8.369E-01	Coilin
COL10A1	0.013	-6.313	6.276E-02	Collagen, type X, alpha 1
COL11A2	1.429	0.515	2.718E-01	Collagen, type XI, alpha 2
COL12A1	0.178	-2.494	2.555E-01	Collagen, type XII, alpha 1
COL13A1	0.124	-3.015	6.245E-01	Collagen, type XIII, alpha 1
COL15A1	0.707	-0.501	3.722E-03	Collagen, type XV
COL16A1	0.328	-1.61	3.807E-01	Collagen, type XVI, alpha 1
COL17A1	0.034	-4.891	2.807E-01	Collagen, type XVII, alpha 1
COL18A1	0.373	-1.421	3.123E-01	Collagen, type XVIII, alpha 1
COL19A1	6.215	2.636	2.676E-01	Collagen, type XIX, alpha 1
COL1A1	0.334	-1.58	5.334E-01	Collagen, type I, alpha 1
COL23A1	1.599	0.677	5.479E-01	Collagen, type XXIII, alpha 1
COL24A1	4.739	2.245	4.756E-01	Collagen, type XXIV, alpha 1
COL27A1	0.623	-0.682	1.120E-02	Collagen, type XXVII, alpha 1
COL2A1	2.168	1.116	6.570E-01	Collagen, type II, alpha 1
COL4A1	2.638	1.399	2.707E-01	Collagen, type IV, alpha 1
COL4A3	1.853	0.89	7.651E-01	Collagen, type IV, alpha 3
COL4A3BP	0.941	-0.088	7.843E-01	Collagen, type IV, alpha 3 (Goodpasture antigen) binding protein
COL4A4	0.194	-2.366	3.162E-01	Collagen, type IV, alpha 4
COL4A5	0.445	-1.168	6.121E-01	Collagen, type IV, alpha 5
COL5A2	18.652	4.221	3.382E-01	Collagen, type V, alpha 2
COL5A3	1.884	0.914	8.365E-01	Collagen, type V, alpha 3
COL6A1	1.685	0.753	6.041E-01	Collagen, type VI, alpha 1
COL6A5	0.066	-3.919	4.429E-01	
COL6A6	30.446	4.928	2.322E-01	RIKEN cDNA E330026B02 gene
COL7A1	1.652	0.724	2.998E-02	Collagen, type VII, alpha 1
COL8A1	0.063	-3.98	4.152E-02	Collagen, type VIII, alpha 1
COL8A2	0.069	-3.852	2.874E-02	Collagen, type VIII, alpha 2
COL9A1	38.235	5.257	2.187E-01	Collagen, type IX, alpha 1
COL9A2	1.462	0.548	8.097E-01	Collagen, type IX, alpha 2
COLQ	3.195	1.676	5.278E-01	Collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase
COMMD1	0.778	-0.363	3.463E-01	COMM domain containing 1
COMMD10	0.787	-0.345	1.692E-01	
COMMD2	0.933	-0.1	8.974E-01	
COMMD3	0.612	-0.708	4.952E-06	Transcribed locus
COMMD4	0.84	-0.251	1.440E-01	COMM domain containing 4
COMMD5	0.425	-1.235	1.134E-08	COMM domain containing 5
COMMD6	0.758	-0.4	1.077E-01	COMM domain containing 6
COMMD8	0.46	-1.119	2.482E-06	COMM domain containing 8
COMMD9	0.634	-0.658	8.204E-04	Transcribed locus
COMP	14.707	3.878	2.263E-150	Cartilage oligomeric matrix protein
COMT	0.674	-0.57	3.285E-02	Catechol-O-methyltransferase
COMTD1	0.711	-0.493	5.345E-03	Catechol-O-methyltransferase domain containing 1
COPB1	1.143	0.193	3.157E-01	Coatomer protein complex, subunit beta 1
COPB2	1.136	0.184	3.270E-01	Transcribed locus
COPE	1.128	0.174	4.168E-01	
COPG	1.155	0.208	2.585E-01	
COPG2	0.829	-0.27	1.213E-01	Coatomer protein complex, subunit gamma 2
COPS2	1.161	0.216	2.000E-01	COP9 (constitutive photomorphogenic) homolog, subunit 2 (Arabidopsis thaliana)
COPS3	0.881	-0.183	3.415E-01	COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana)
COPS4	1.33	0.411	7.666E-03	
COPS5	1.125	0.169	3.908E-01	
COPS6	0.94	-0.09	8.657E-01	
COPS7B	0.875	-0.192	5.287E-01	
COPS8	1.242	0.313	4.196E-02	COP9 (constitutive photomorphogenic) homolog, subunit 8 (Arabidopsis thaliana)
COPZ1	0.931	-0.104	6.902E-01	
COPZ2	0.554	-0.853	3.045E-02	
COQ10A	0.828	-0.272	3.286E-01	Coenzyme Q10 homolog A (yeast)
COQ10B	3.145	1.653	1.566E-20	Hypothetical protein LOC675736
COQ2	0.956	-0.066	9.971E-01	Predicted gene, EG627022
COQ3	0.685	-0.546	1.580E-01	Coenzyme Q3 homolog, methyltransferase (yeast)
COQ4	0.72	-0.474	1.499E-01	
COQ7	1.1	0.138	9.407E-01	
COQ9	0.606	-0.722	3.553E-05	
CORIN	1.85	0.887	7.443E-01	
CORO1A	0.853	-0.229	5.063E-01	Coronin, actin binding protein 1A
CORO1B	0.627	-0.674	1.451E-02	Coronin, actin binding protein 1B
CORO1C	1.825	0.868	2.385E-10	
CORO2A	0.865	-0.209	3.643E-01	
CORO2B	0.581	-0.784	4.175E-01	Coronin, actin binding protein, 2B
CORO6	1.211	0.276	6.609E-01	Coronin, actin binding protein 6
CORO7	0.671	-0.575	2.631E-04	Coronin 7
CORT	2.301	1.202	9.366E-01	
COTL1	0.592	-0.755	6.895E-03	Coactosin-like 1 (Dictyostelium)
COX10	1.103	0.142	7.956E-01	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)
COX15	0.582	-0.781	4.346E-06	COX15 homolog, cytochrome c oxidase assembly protein (yeast)
COX16	0.73	-0.454	2.760E-01	Synaptojanin 2 binding protein
COX18	0.709	-0.497	1.528E-01	
COX19	1.646	0.719	6.538E-04	
COX4I1	0.945	-0.082	8.656E-01	
COX4I2	2.231	1.158	8.344E-01	Cytochrome c oxidase subunit IV isoform 2
COX6A1	0.936	-0.096	8.283E-01	
COX6A2	0.334	-1.581	6.757E-02	
COX6B1	0.937	-0.093	9.234E-01	
COX6B2	0.397	-1.332	1.856E-01	
COX6C	0.86	-0.217	7.880E-01	
