Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
CBFA2T3H	1.263	0.337	8.309E-02	
GSTZ1	1.263	0.337	4.826E-02	Glutathione transferase zeta 1 (maleylacetoacetate isomerase)
SKIL	1.263	0.337	1.573E-01	
9030625A04RIK	1.262	0.336	4.260E-01	
NPTX1	1.262	0.336	4.922E-01	Transcribed locus
LEPREL2	1.262	0.336	3.561E-01	
NUP93	1.262	0.335	2.930E-01	
MTVR2	1.261	0.335	3.964E-01	
PHYHIP	1.261	0.334	7.094E-01	Phytanoyl-CoA hydroxylase interacting protein
D12ERTD647E	1.261	0.334	1.421E-02	
CES3	1.261	0.334	4.365E-01	carboxylesterase 3
NDUFA10	1.261	0.334	2.015E-01	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10
SSX2IP	1.26	0.334	4.564E-01	Synovial sarcoma, X breakpoint 2 interacting protein
HMOX2	1.26	0.333	4.550E-01	Heme oxygenase (decycling) 2
MED27	1.26	0.333	2.202E-01	Mediator complex subunit 27
ZFP251	1.259	0.333	1.438E-01	Zinc finger protein 251
ELMO2	1.259	0.333	2.118E-01	Transcribed locus
NOTCH4	1.259	0.333	4.668E-01	Notch gene homolog 4 (Drosophila)
AI846148	1.259	0.332	3.264E-01	Expressed sequence AI846148
OBFC2B	1.259	0.332	4.723E-01	
CSAD	1.258	0.331	3.093E-01	Cysteine sulfinic acid decarboxylase
PDHA1	1.258	0.331	5.340E-01	Pyruvate dehydrogenase E1 alpha 1
LOC100044294	1.257	0.33	1.484E-01	
PRKACA	1.257	0.33	1.442E-01	Protein kinase, cAMP dependent, catalytic, alpha
RAD23B	1.257	0.33	4.177E-01	RAD23b homolog (S. cerevisiae)
TNNI3	1.257	0.33	5.551E-01	
TMEM14C	1.257	0.33	1.887E-02	Transcribed locus
EHD3	1.255	0.328	4.352E-02	EH-domain containing 3
RGS7BP	1.255	0.328	1.255E-01	Regulator of G-protein signalling 7 binding protein
LOC100046918	1.255	0.328	8.006E-01	
DALRD3	1.255	0.328	1.544E-01	DALR anticodon binding domain containing 3
SIDT1	1.255	0.328	1.583E-01	SID1 transmembrane family, member 1
DNAJC2	1.254	0.327	4.316E-01	Transcribed locus, strongly similar to XP_001087228.1 similar to DnaJ (Hsp40) homolog, subfamily C,
FBXW7	1.254	0.326	1.357E-01	Transcribed locus
KLHL7	1.253	0.326	1.720E-01	Transcribed locus, strongly similar to XP_001101595.1 similar to SBBI26 protein isoform 1 isoform 3
ARPC1B	1.253	0.326	5.859E-01	Actin related protein 2/3 complex, subunit 1B
CYP46A1	1.252	0.325	6.641E-01	Cytochrome P450, family 46, subfamily a, polypeptide 1
HIST1H2BF	1.252	0.325	5.770E-01	
LOC100046898	1.252	0.324	5.726E-01	
SYN1	1.251	0.323	7.105E-02	Synapsin I
HK3	1.251	0.323	2.965E-01	Hexokinase 3
IVNS1ABP	1.251	0.323	2.537E-01	Influenza virus NS1A binding protein
MOBKL2A	1.251	0.323	5.095E-01	
MARE	1.251	0.323	6.064E-01	
SDHB	1.251	0.323	4.772E-01	
UBE2M	1.251	0.323	2.930E-01	
RAB27A	1.251	0.323	1.831E-01	RAB27A, member RAS oncogene family
CDKL2	1.251	0.323	4.054E-01	Cyclin-dependent kinase-like 2 (CDC2-related kinase)
HSP105	1.251	0.323	2.613E-01	
PSCD3	1.25	0.322	3.023E-01	
HNRPK	1.249	0.321	6.119E-01	
NPY2R	1.248	0.32	7.551E-02	Neuropeptide Y receptor Y2
ACADL	1.248	0.32	5.867E-01	Acyl-Coenzyme A dehydrogenase, long-chain
POLR2E	1.248	0.32	4.518E-01	Polymerase (RNA) II (DNA directed) polypeptide E
CHIC2	1.248	0.319	4.420E-01	
SCOC	1.248	0.319	1.389E-01	Short coiled-coil protein
H2-AB1	1.248	0.319	6.782E-01	Histocompatibility 2, class II antigen A, beta 1
CSF2RA	1.248	0.319	3.911E-01	
C1QTNF4	1.247	0.319	2.165E-01	
TUBB2C	1.247	0.319	1.026E-01	
RPUSD4	1.247	0.319	3.237E-01	RNA pseudouridylate synthase domain containing 4
LUC7L2	1.246	0.318	5.253E-01	
ETFDH	1.246	0.318	7.383E-01	Electron transferring flavoprotein, dehydrogenase
CDK5RAP3	1.246	0.318	1.431E-02	
SEZ6	1.246	0.318	2.401E-01	
SERBP1	1.246	0.317	1.568E-01	Serpine1 mRNA binding protein 1
RASGRP3	1.246	0.317	7.826E-01	RAS, guanyl releasing protein 3
SPNB3	1.245	0.317	1.217E-01	
GNAI2	1.245	0.317	4.168E-01	Guanine nucleotide binding protein, alpha inhibiting 2
ENSA	1.245	0.316	4.178E-01	Endosulfine alpha
METTL1	1.245	0.316	3.245E-01	Methyltransferase-like 1
SLC25A23	1.245	0.316	2.860E-01	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23
IL18	1.245	0.316	9.500E-02	
SLC2A13	1.244	0.315	3.674E-01	Solute carrier family 2 (facilitated glucose transporter), member 13
GSTO1	1.244	0.315	6.020E-01	Glutathione S-transferase omega 1
ANKRD46	1.244	0.315	2.387E-01	Ankyrin repeat domain 46
D3UCLA1	1.244	0.315	3.857E-01	
SLC46A3	1.244	0.315	7.925E-02	Solute carrier family 46, member 3
EHMT2	1.243	0.314	4.853E-02	Euchromatic histone lysine N-methyltransferase 2
2510039O18RIK	1.243	0.314	5.983E-01	RIKEN cDNA 2510039O18 gene
1810015A11RIK	1.243	0.314	4.274E-01	
LOC100046746	1.242	0.313	4.622E-01	
PHCA	1.242	0.313	4.627E-01	
B3GALT5	1.242	0.313	2.672E-01	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5
USP7	1.242	0.312	5.422E-01	Ubiquitin specific peptidase 7
TBC1D20	1.241	0.312	5.905E-01	TBC1 domain family, member 20
CDCA4	1.241	0.312	3.963E-01	Cell division cycle associated 4
SNF8	1.241	0.312	6.127E-01	Transcribed locus, weakly similar to NP_001040397.1 complex EAP30 subunit isoform 1 [Bombyx mori]
NVL	1.241	0.312	1.124E-01	Nuclear VCP-like
KLHL26	1.241	0.312	6.351E-02	Kelch-like 26 (Drosophila)
NMT1	1.241	0.311	2.261E-02	
EXOC4	1.241	0.311	6.083E-01	
MRTO4	1.24	0.311	3.005E-01	MRT4, mRNA turnover 4, homolog (S. cerevisiae)
ECH1	1.24	0.311	5.685E-01	
STAU2	1.24	0.311	5.906E-01	Staufen (RNA binding protein) homolog 2 (Drosophila)
TIMM44	1.24	0.311	1.053E-01	
TMEM180	1.24	0.31	4.570E-01	Transmembrane protein 180
XPNPEP1	1.24	0.31	8.050E-02	
EFTUD2	1.24	0.31	3.521E-01	
KCNB1	1.24	0.31	3.961E-01	Potassium voltage gated channel, Shab-related subfamily, member 1
LOC100047167	1.24	0.31	5.218E-01	
ABI1	1.239	0.31	3.348E-02	Abl-interactor 1
FSD2	1.239	0.309	5.943E-01	Fibronectin type III and SPRY domain containing 2
CLPTM1	1.239	0.309	6.129E-01	Cleft lip and palate associated transmembrane protein 1
CNOT3	1.239	0.309	6.028E-01	
NUDT9	1.238	0.309	2.081E-01	
CIB1	1.238	0.308	2.552E-01	
EXOSC5	1.238	0.308	3.603E-01	
FOXRED1	1.238	0.308	1.453E-01	Transcribed locus
WDR68	1.238	0.308	9.420E-03	
CCDC85B	1.237	0.307	3.945E-01	
SKAP2	1.237	0.307	4.272E-01	
CSNK1D	1.237	0.307	3.766E-01	Casein kinase 1, delta
SLC10A3	1.237	0.307	3.827E-01	Solute carrier family 10 (sodium/bile acid cotransporter family), member 3
HSPB7	1.237	0.306	4.308E-01	Transcribed locus
XPA	1.237	0.306	4.624E-01	
9530068E07RIK	1.237	0.306	1.534E-01	RIKEN cDNA 9530068E07 gene
ZFP691	1.236	0.306	4.622E-01	Zinc finger protein 691
CD3EAP	1.236	0.306	4.447E-01	CD3E antigen, epsilon polypeptide associated protein
THSD4	1.236	0.305	3.056E-03	Thrombospondin, type I, domain containing 4
DSCAM	1.236	0.305	4.560E-01	Down syndrome cell adhesion molecule
PLCL2	1.236	0.305	4.013E-01	
GNS	1.235	0.305	6.243E-02	Transcribed locus
GLT25D1	1.235	0.305	3.413E-01	Glycosyltransferase 25 domain containing 1
RPS4Y2	1.235	0.305	3.094E-01	ribosomal protein S4, Y-linked 2
RBPMS	1.235	0.304	4.187E-01	Transcribed locus
ADCY1	1.235	0.304	7.951E-01	Adenylate cyclase 1
CAPN5	1.235	0.304	1.101E-01	Calpain 5
FBLN1	1.235	0.304	5.634E-01	Fibulin 1
PDHB	1.235	0.304	7.665E-01	Pyruvate dehydrogenase (lipoamide) beta
GORASP2	1.235	0.304	9.189E-03	Golgi reassembly stacking protein 2
BC067047	1.234	0.304	6.007E-01	
NTN2L	1.234	0.303	5.187E-01	
PEBP1	1.233	0.303	4.225E-01	Phosphatidylethanolamine binding protein 1
NPHP1	1.233	0.302	3.915E-01	Nephronophthisis 1 (juvenile) homolog (human)
RAB3IL1	1.233	0.302	4.739E-01	
STX18	1.232	0.302	1.877E-01	Syntaxin 18
LSM8	1.232	0.301	3.506E-01	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)
SLC27A3	1.232	0.301	1.166E-01	
NOC4L	1.231	0.3	6.901E-01	Nucleolar complex associated 4 homolog (S. cerevisiae)
MYBPC3	1.231	0.3	8.232E-01	Myosin binding protein C, cardiac
SQSTM1	1.231	0.3	3.285E-01	Transcribed locus
SF1	1.23	0.299	5.796E-01	Splicing factor 1
LOC100044204	1.23	0.299	5.983E-01	
TMED10	1.23	0.299	3.521E-01	Transmembrane emp24-like trafficking protein 10 (yeast)
6620401K05RIK	1.23	0.299	6.111E-01	
AGRN	1.229	0.298	7.039E-02	Transcribed locus
PTPN18	1.229	0.298	8.043E-01	
SLC11A2	1.229	0.297	5.970E-01	Transcribed locus
TWF2	1.229	0.297	1.386E-01	Twinfilin, actin-binding protein, homolog 2 (Drosophila)
RAVER1	1.228	0.297	6.627E-01	Transcribed locus
FCGRT	1.228	0.297	3.355E-01	Fc receptor, IgG, alpha chain transporter
PROX1	1.228	0.296	1.091E-01	Prospero-related homeobox 1
UBE2E2	1.228	0.296	4.433E-02	Transcribed locus
SUPT6H	1.228	0.296	1.793E-02	suppressor of Ty 6 homolog (S. cerevisiae)
LOC100041835	1.227	0.296	6.473E-01	
IGSF4A	1.227	0.296	6.251E-02	
COTL1	1.227	0.295	1.943E-01	Coactosin-like 1 (Dictyostelium)
ZFP277	1.226	0.294	2.846E-01	
LOC100048858	1.226	0.294	5.486E-01	
LMF1	1.226	0.294	2.437E-01	
DLG2	1.226	0.294	1.149E-01	Discs, large homolog 2 (Drosophila)
BIN1	1.226	0.294	4.175E-02	
CCDC23	1.226	0.294	7.031E-01	
IDH2	1.226	0.293	5.983E-01	Transcribed locus, moderately similar to XP_001095686.1 isocitrate dehydrogenase 2 (NADP+), mitocho
LOC100045300	1.225	0.293	2.065E-01	
HNRPAB	1.225	0.293	1.510E-03	
PRKAB1	1.225	0.292	9.577E-02	Protein kinase, AMP-activated, beta 1 non-catalytic subunit
LOC100044934	1.224	0.292	4.333E-01	
SNAPC4	1.224	0.292	2.860E-01	Small nuclear RNA activating complex, polypeptide 4
ADCY6	1.223	0.29	3.531E-01	Adenylate cyclase 6
IHPK1	1.223	0.29	2.960E-02	
CD74	1.223	0.29	6.667E-01	
NUAK2	1.223	0.29	4.772E-01	NUAK family, SNF1-like kinase, 2
PDIA3	1.223	0.29	1.381E-01	
SGCA	1.223	0.29	4.299E-01	Sarcoglycan, alpha (dystrophin-associated glycoprotein)
CAMK1	1.222	0.29	2.755E-01	
GNL3L	1.222	0.29	6.023E-01	Transcribed locus
FBXL6	1.222	0.289	4.346E-02	
RUVBL1	1.222	0.289	2.271E-01	RuvB-like protein 1
YWHAB	1.222	0.289	2.857E-01	
2010316F05RIK	1.221	0.289	5.998E-01	
SLA	1.221	0.288	1.942E-01	
FLNA	1.221	0.288	7.962E-01	Filamin, alpha
PSMB5	1.221	0.288	6.777E-01	
TIMM10	1.221	0.288	2.937E-01	
COX7A2L	1.22	0.287	6.785E-01	
LY6E	1.22	0.287	3.473E-01	
LOC100045228	1.22	0.287	3.378E-01	
CD151	1.22	0.287	4.559E-01	CD151 antigen
PCGF1	1.22	0.287	1.600E-01	
ACADM	1.22	0.287	6.798E-01	Acyl-Coenzyme A dehydrogenase, medium chain
FBLIM1	1.22	0.286	4.599E-01	Filamin binding LIM protein 1
SAMD4B	1.219	0.286	4.272E-01	Transcribed locus
ACSL1	1.219	0.286	7.040E-01	Transcribed locus
SUPT3H	1.219	0.286	5.253E-01	suppressor of Ty 3 homolog (S. cerevisiae)
NOL5	1.219	0.286	2.522E-01	
DCLK1	1.219	0.285	2.392E-01	Transcribed locus
ANKFY1	1.219	0.285	1.735E-01	Ankyrin repeat and FYVE domain containing 1
EIF4A1	1.218	0.285	5.364E-06	Transcribed locus
TMEM136	1.218	0.285	7.491E-01	Transmembrane protein 136
ENSMUSG00000068790	1.218	0.285	6.404E-02	
AI894139	1.218	0.285	5.702E-01	
UBA1	1.218	0.284	3.547E-01	
SNORA65	1.218	0.284	2.172E-01	Ribosomal protein L12
XPC	1.218	0.284	4.064E-01	
G3BP2	1.217	0.284	4.013E-03	GTPase activating protein (SH3 domain) binding protein 2
CTSS	1.217	0.284	6.230E-01	Cathepsin S
IGSF1	1.217	0.283	2.766E-02	Immunoglobulin superfamily, member 1
PNRC2	1.217	0.283	6.061E-02	
NRAP	1.217	0.283	4.252E-01	
DNAJC15	1.217	0.283	6.075E-01	Transcribed locus, moderately similar to XP_001072571.1 similar to DnaJ (Hsp40) homolog, subfamily
PTMS	1.217	0.283	7.189E-01	
SYP	1.216	0.283	2.404E-01	Synaptophysin
GMPR2	1.216	0.283	6.337E-01	Guanosine monophosphate reductase 2
CORIN	1.216	0.282	7.512E-01	
DCUN1D2	1.215	0.281	2.177E-01	DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae)
UNC5C	1.215	0.281	4.318E-01	Unc-5 homolog C (C. elegans)
1110007M04RIK	1.215	0.281	7.273E-02	
PGAM5	1.215	0.281	7.967E-01	Transcribed locus
CASKIN1	1.215	0.28	3.778E-01	Transcribed locus
SLC2A6	1.214	0.28	1.910E-01	
ACCN1	1.214	0.28	5.781E-01	
DGKZ	1.214	0.28	2.975E-01	
TTYH3	1.214	0.28	5.407E-01	Tweety homolog 3 (Drosophila)
LOC100047480	1.214	0.28	3.694E-01	
RTN1	1.213	0.279	8.564E-02	Reticulon 1
CDK10	1.213	0.279	7.901E-01	Cyclin-dependent kinase (CDC2-like) 10
MYADM	1.213	0.278	5.343E-01	Myeloid-associated differentiation marker
CTNNBIP1	1.213	0.278	5.314E-01	Catenin beta interacting protein 1
RRAGB	1.213	0.278	1.075E-01	Ras-related GTP binding B
SNRP70	1.212	0.277	8.019E-01	
FXC1	1.212	0.277	3.657E-01	
HIST1H3E	1.212	0.277	6.127E-01	Histone cluster 1, H3e
8430408G22RIK	1.212	0.277	4.310E-01	Transcribed locus
1810073G14RIK	1.211	0.276	2.445E-02	
ATP5F1	1.21	0.276	7.126E-01	
SRD5A3	1.21	0.275	6.670E-01	Transcribed locus
EDNRA	1.209	0.274	7.069E-01	Endothelin receptor type A
MLF1	1.209	0.274	6.793E-01	Myeloid leukemia factor 1
ASAH3L	1.209	0.274	5.262E-01	
VAPB	1.209	0.274	4.831E-01	Vesicle-associated membrane protein, associated protein B and C
HIST2H2AA1	1.209	0.274	8.501E-01	
EG368203	1.208	0.273	5.688E-01	
CXCL14	1.208	0.272	7.065E-01	Chemokine (C-X-C motif) ligand 14
PHACTR1	1.207	0.272	2.117E-01	Phosphatase and actin regulator 1
CRIP2	1.207	0.272	6.923E-01	
UNC45B	1.207	0.271	4.385E-01	Unc-45 homolog B (C. elegans)
PSMD12	1.207	0.271	6.152E-01	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
NME2	1.207	0.271	5.486E-01	Predicted gene, EG433968
HEATR1	1.207	0.271	4.273E-02	HEAT repeat containing 1
2810453I06RIK	1.206	0.271	3.685E-02	
TMEM160	1.206	0.27	5.523E-01	
LAT2	1.206	0.27	6.752E-01	
1500031L02RIK	1.206	0.27	3.715E-01	
SMAP2	1.205	0.269	1.085E-01	Stromal membrane-associated protein 1-like
VAMP8	1.205	0.269	5.277E-01	
TMEM63B	1.205	0.269	4.698E-01	Transmembrane protein 63b
IPMK	1.205	0.269	6.942E-01	Inositol polyphosphate multikinase
LRPAP1	1.204	0.268	5.815E-02	Low density lipoprotein receptor-related protein associated protein 1
ARHGAP17	1.204	0.268	3.192E-02	
AP1S1	1.204	0.268	1.380E-01	Adaptor protein complex AP-1, sigma 1
NEDD4L	1.204	0.268	1.181E-01	Transcribed locus
YTHDF2	1.204	0.268	1.058E-01	YTH domain family 2
CTSD	1.204	0.268	6.614E-01	Cathepsin D
DPAGT1	1.204	0.268	7.926E-03	
PDYN	1.204	0.268	6.569E-01	
SLC35F4	1.203	0.267	6.064E-01	Transcribed locus
CCDC32	1.203	0.267	5.417E-01	Coiled-coil domain containing 32
TYK2	1.203	0.267	4.323E-01	Tyrosine kinase 2
PLEK	1.203	0.266	4.519E-01	Pleckstrin
CBFB	1.202	0.266	1.711E-01	Core binding factor beta
MFSD1	1.202	0.265	1.275E-01	Major facilitator superfamily domain containing 1
FEM1B	1.202	0.265	5.022E-01	Feminization 1 homolog b (C. elegans)
CBR1	1.202	0.265	8.175E-01	
LOC674706	1.202	0.265	5.852E-01	
MRPL3	1.201	0.265	2.130E-01	
IL13RA1	1.201	0.265	5.182E-01	Interleukin 13 receptor, alpha 1
CHMP1B	1.201	0.264	1.280E-01	Transcribed locus
S3-12	1.201	0.264	7.426E-01	
SFRS14	1.201	0.264	1.009E-02	
NIPSNAP1	1.201	0.264	3.983E-01	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)
ST5	1.201	0.264	1.953E-01	Suppression of tumorigenicity 5
RAB1	1.2	0.263	6.627E-01	Transcribed locus
CASP6	1.2	0.263	1.436E-01	
TRP53BP1	1.2	0.263	2.383E-01	Transformation related protein 53 binding protein 1
ATP5D	1.2	0.263	4.872E-01	Transcribed locus
CBLN1	1.2	0.263	8.031E-01	
FBLN2	1.2	0.263	2.096E-03	Fibulin 2
HSP90AB1	1.2	0.263	8.242E-02	Heat shock protein 90kDa alpha (cytosolic), class B member 1
DDIT4	1.199	0.262	6.391E-01	DNA-damage-inducible transcript 4
CAPNS1	1.199	0.262	6.494E-01	Calpain, small subunit 1
PHTF1	1.198	0.261	3.940E-01	Putative homeodomain transcription factor 1
LOC545013	1.198	0.261	6.942E-01	
PMM1	1.198	0.261	5.404E-01	Phosphomannomutase 1
TDP1	1.198	0.261	5.756E-01	Tyrosyl-DNA phosphodiesterase 1
LOC100048413	1.198	0.261	5.643E-01	
PWP2	1.198	0.26	6.303E-01	PWP2 periodic tryptophan protein homolog (yeast)
ARPC1A	1.198	0.26	1.627E-01	Actin related protein 2/3 complex, subunit 1A
LOC666676	1.198	0.26	1.724E-02	
SYNGR3	1.198	0.26	2.859E-01	Synaptogyrin 3
SFI1	1.197	0.26	4.823E-01	
FURIN	1.197	0.26	1.789E-01	Furin (paired basic amino acid cleaving enzyme)
AAK1	1.197	0.26	6.007E-02	AP2 associated kinase 1
SNX18	1.197	0.26	3.543E-01	Sorting nexin associated golgi protein 1
NFKB1	1.197	0.259	8.382E-02	
2010100O12RIK	1.197	0.259	6.030E-01	
UBE2A	1.197	0.259	4.723E-01	Ubiquitin-conjugating enzyme E2A, RAD6 homolog (S. cerevisiae)
RCL1	1.196	0.259	6.313E-01	RNA terminal phosphate cyclase-like 1
IFT140	1.196	0.259	6.840E-01	
TNFRSF1A	1.196	0.258	1.489E-01	Tumor necrosis factor receptor superfamily, member 1a
ZFP36L1	1.196	0.258	4.823E-01	Zinc finger protein 36, C3H type-like 1
LOC100048384	1.196	0.258	7.306E-01	
WBSCR22	1.195	0.257	1.576E-01	Williams Beuren syndrome chromosome region 22
ATXN10	1.195	0.257	8.043E-01	Ataxin 10
CLIC6	1.195	0.257	8.585E-01	Chloride intracellular channel 6
ELF1	1.195	0.257	6.756E-01	E74-like factor 1
AA408296	1.195	0.257	5.183E-01	
ANKRD49	1.195	0.257	5.542E-01	Transcribed locus
RBBP7	1.195	0.257	7.765E-01	Retinoblastoma binding protein 7
PXN	1.195	0.257	7.080E-01	Paxillin
UBE2K	1.195	0.257	4.123E-01	Huntingtin interacting protein 2
ZFP653	1.194	0.256	4.095E-01	
ZC3H13	1.194	0.256	3.570E-01	Zinc finger CCCH type containing 13
HIST1H2BJ	1.194	0.256	6.479E-01	Histone cluster 1, H2bj
ZMAT5	1.193	0.255	7.495E-01	
BTRC	1.193	0.255	3.457E-01	Beta-transducin repeat containing protein
TRIM54	1.193	0.255	4.270E-01	Tripartite motif-containing 54
IGSF11	1.193	0.254	5.582E-01	Immunoglobulin superfamily, member 11
CSRP2	1.193	0.254	7.010E-01	
ZDHHC12	1.192	0.254	4.038E-01	Zinc finger, DHHC domain containing 12
TBC1D5	1.192	0.254	6.106E-01	TBC1 domain family, member 5
MCFD2	1.192	0.254	3.357E-01	Transcribed locus
ZFP3	1.192	0.254	4.365E-01	Zinc finger protein 3
RASA1	1.192	0.253	1.884E-01	RAS p21 protein activator 1
STRBP	1.192	0.253	6.181E-01	Transcribed locus
GNB2	1.192	0.253	3.678E-02	
ELAVL1	1.191	0.252	7.258E-01	Transcribed locus
PPM1G	1.191	0.252	4.013E-01	Protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform
ZMYND11	1.19	0.251	2.392E-01	Zinc finger, MYND domain containing 11
WDR1	1.19	0.251	1.621E-02	Transcribed locus
BC002163	1.19	0.251	6.346E-01	
MRPS16	1.19	0.251	5.867E-01	Transcribed locus, strongly similar to XP_001103151.1 mitochondrial ribosomal protein S16 [Macaca m
PRDX5	1.19	0.251	5.323E-01	
ALG2	1.19	0.251	4.399E-01	Asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)
PPP3CB	1.19	0.251	3.417E-02	
AGPS	1.19	0.251	7.251E-01	Alkylglycerone phosphate synthase
ATM	1.19	0.25	1.840E-01	Ataxia telangiectasia mutated homolog (human)
CST3	1.189	0.25	3.777E-01	Transcribed locus
CASQ2	1.189	0.25	4.560E-01	Calsequestrin 2
NAALADL1	1.189	0.25	8.630E-01	
ABCG4	1.189	0.25	3.078E-01	ATP-binding cassette, sub-family G (WHITE), member 4
PYCARD	1.189	0.25	5.355E-01	
4930431L04RIK	1.189	0.249	1.846E-01	
PLD1	1.188	0.249	5.333E-01	Phospholipase D1
MSI2	1.188	0.248	4.494E-01	Musashi homolog 2 (Drosophila)
LBH	1.188	0.248	7.070E-01	Limb-bud and heart
ANXA6	1.188	0.248	5.305E-01	Annexin A6
RNF135	1.187	0.248	5.990E-01	Ring finger protein 135
UCHL3	1.187	0.247	3.234E-01	Ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
CNKSR2	1.187	0.247	6.782E-01	Transcribed locus
HSD11B1	1.187	0.247	6.420E-01	
GPR137	1.187	0.247	3.175E-01	G protein-coupled receptor 137
ASPSCR1	1.187	0.247	6.640E-01	
LOC100046650	1.187	0.247	5.432E-01	
RPL7A	1.186	0.246	7.742E-01	Predicted gene, EG622727
PMP22	1.186	0.246	5.554E-01	
LY6A	1.186	0.246	8.142E-01	Lymphocyte antigen 6 complex, locus A
ALG5	1.186	0.246	3.315E-02	Asparagine-linked glycosylation 5 homolog (yeast, dolichyl-phosphate beta-glucosyltransferase)
PTPRB	1.186	0.246	6.786E-01	Protein tyrosine phosphatase, receptor type, B
MYG1	1.186	0.246	4.933E-01	Melanocyte proliferating gene 1
TMEM9B	1.186	0.246	5.858E-01	
AHNAK	1.185	0.245	4.198E-01	AHNAK nucleoprotein (desmoyokin)
6720458F09RIK	1.185	0.245	6.640E-01	
DGKB	1.185	0.244	3.147E-01	Diacylglycerol kinase, beta
MKNK1	1.184	0.244	1.391E-01	
LMAN2	1.184	0.244	4.481E-01	Lectin, mannose-binding 2
ADCY4	1.184	0.244	4.409E-01	
A230107C01RIK	1.184	0.244	1.149E-01	
PALM	1.184	0.243	3.794E-01	
FEZ2	1.183	0.243	1.782E-01	
SMPX	1.183	0.243	4.313E-01	
WDR22	1.183	0.243	2.543E-01	
OXCT1	1.183	0.242	5.824E-01	3-oxoacid CoA transferase 1
LHFPL2	1.183	0.242	1.862E-01	Lipoma HMGIC fusion partner-like 2
C230021P08RIK	1.182	0.241	5.756E-01	
BLVRB	1.182	0.241	7.060E-01	
ALDH5A1	1.182	0.241	5.551E-01	Aldhehyde dehydrogenase family 5, subfamily A1
1810049H13RIK	1.182	0.241	7.738E-01	
ASCC1	1.181	0.241	5.672E-01	Activating signal cointegrator 1 complex subunit 1
LOH11CR2A	1.181	0.24	6.609E-01	
SPG21	1.181	0.24	4.747E-01	Spastic paraplegia 21 homolog (human)
PRPSAP2	1.181	0.24	8.045E-01	Phosphoribosyl pyrophosphate synthetase-associated protein 2
PGM2L1	1.181	0.24	1.149E-01	Phosphoglucomutase 2-like 1
ISCA1	1.181	0.24	4.823E-01	Transcribed locus
SEPP1	1.181	0.239	5.304E-01	Selenoprotein P, plasma, 1
RPO1-4	1.181	0.239	2.041E-01	
SETD8	1.18	0.239	5.766E-01	SET domain containing (lysine methyltransferase) 8
0610040J01RIK	1.18	0.239	4.320E-01	RIKEN cDNA 0610040J01 gene
GRPEL1	1.18	0.239	7.530E-01	GrpE-like 1, mitochondrial
EEF1A2	1.18	0.239	2.633E-01	Eukaryotic translation elongation factor 1 alpha 2
4930403O06RIK	1.18	0.238	3.908E-01	
MFSD2	1.179	0.237	7.956E-01	
MBD3	1.179	0.237	7.477E-01	Methyl-CpG binding domain protein 3
PSMD14	1.179	0.237	7.707E-01	
SPRN	1.178	0.237	5.290E-01	Shadow of prion protein
EMP1	1.178	0.237	4.333E-01	Epithelial membrane protein 1
IL15	1.178	0.237	6.832E-01	
ARMCX3	1.178	0.237	2.214E-01	Transcribed locus, strongly similar to XP_001095380.1 similar to ALEX3 protein isoform 2 [Macaca mu
AP2S1	1.178	0.237	4.912E-01	Adaptor-related protein complex 2, sigma 1 subunit
LSM10	1.178	0.237	6.265E-01	
CLEC4A3	1.178	0.236	5.186E-01	C-type lectin domain family 4, member a3
NAT14	1.178	0.236	7.204E-01	N-acetyltransferase 14
IHPK2	1.178	0.236	4.872E-01	
JMJD2B	1.178	0.236	8.337E-02	
HINT3	1.178	0.236	7.406E-01	
MTAP2	1.178	0.236	3.444E-01	
BC049806	1.177	0.235	1.232E-02	
5830457O10RIK	1.177	0.235	4.516E-01	
LOC100048331	1.177	0.235	3.824E-01	
ATP6V0A1	1.177	0.235	2.515E-02	ATPase, H+ transporting, lysosomal V0 subunit A1
STAU1	1.177	0.235	7.170E-01	Staufen (RNA binding protein) homolog 1 (Drosophila)
CAV1	1.176	0.234	8.101E-01	Caveolin, caveolae protein 1
ADCK5	1.176	0.234	5.135E-01	
RPL22	1.176	0.234	3.094E-01	Ribosomal protein L22
CLPTM1L	1.176	0.234	1.576E-01	CLPTM1-like
9130206N08RIK	1.176	0.234	7.372E-01	
CHD4	1.176	0.234	5.061E-01	Chromodomain helicase DNA binding protein 4
PLA2G12A	1.176	0.234	5.392E-01	Phospholipase A2, group XIIA
HIST1H4H	1.176	0.234	5.621E-01	Histone cluster 1, H4h
PRPF40B	1.176	0.233	2.965E-01	Transcribed locus
ICA1	1.176	0.233	6.078E-01	Islet cell autoantigen 1
MEF2C	1.175	0.233	6.495E-01	
GPX3	1.175	0.233	4.362E-01	
