Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
ZFP329	1.076	0.105	4.562E-01	Zinc finger protein 329
PRKCSH	1.076	0.105	4.416E-01	
SRI	1.075	0.105	7.615E-01	Sorcin
4930453N24RIK	1.075	0.105	8.337E-01	Transcribed locus
DDX47	1.075	0.105	2.821E-01	
SMG7	1.075	0.105	5.687E-01	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
EIF5	1.075	0.104	5.090E-01	Eukaryotic translation initiation factor 5
TTC19	1.075	0.104	7.161E-01	
4121402D02RIK	1.074	0.104	8.990E-01	
SNRPB	1.074	0.103	5.910E-01	Transcribed locus
UBL3	1.074	0.103	8.069E-01	Ubiquitin-like 3
EIF2B1	1.074	0.103	8.583E-01	Eukaryotic translation initiation factor 2B, subunit 1 (alpha)
NME2	1.074	0.103	8.252E-01	Predicted gene, EG433968
MAGOH	1.074	0.103	8.121E-01	Transcribed locus
ZBED4	1.073	0.102	6.397E-01	Transcribed locus, moderately similar to XP_001111467.1 zinc finger, BED domain containing 4 [Macac
ZNHIT4	1.073	0.102	5.808E-01	
ABHD14B	1.073	0.102	5.737E-01	Abhydrolase domain containing 14b
NXT2	1.073	0.102	7.280E-01	Nuclear transport factor 2-like export factor 2
TMEM49	1.073	0.102	6.692E-01	
ADD3	1.073	0.102	5.465E-01	Adducin 3 (gamma)
GRCC10	1.073	0.102	7.313E-01	
TAF10	1.073	0.102	7.689E-01	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor
BCAS3	1.073	0.102	8.199E-01	
H2AFY	1.073	0.102	7.138E-01	
0910001L09RIK	1.073	0.101	6.004E-01	
SEZ6L2	1.073	0.101	9.001E-01	Seizure related 6 homolog like 2
CHCHD8	1.073	0.101	7.199E-01	
NCAPD3	1.072	0.101	7.143E-01	Non-SMC condensin II complex, subunit D3
DPP7	1.072	0.101	4.878E-01	Transcribed locus
LOC666676	1.072	0.1	4.411E-01	
NDUFA2	1.072	0.1	7.661E-01	
COQ6	1.072	0.1	4.804E-01	
C130090K23RIK	1.072	0.1	1.047E-02	
GART	1.072	0.1	8.550E-01	Phosphoribosylglycinamide formyltransferase
IGF2BP2	1.071	0.1	1.547E-01	Insulin-like growth factor 2 mRNA binding protein 2
MTVR2	1.071	0.099	8.293E-01	
ENDOGL1	1.071	0.099	4.876E-01	
LOC100044190	1.071	0.099	6.994E-01	
DPAGT1	1.071	0.099	4.104E-01	
SKIV2L2	1.071	0.099	4.583E-01	
IDH1	1.071	0.098	8.635E-01	Isocitrate dehydrogenase 1 (NADP+), soluble
RETSAT	1.07	0.098	8.745E-01	Transcribed locus
2900064A13RIK	1.07	0.098	8.881E-01	
ST6GALNAC2	1.07	0.098	6.052E-02	
4833446K15RIK	1.07	0.098	6.533E-01	
MAPKAPK3	1.07	0.098	4.700E-01	Mitogen-activated protein kinase-activated protein kinase 3
TBCA	1.07	0.098	7.836E-01	Predicted gene, EG620313
LOC381066	1.07	0.097	2.393E-01	
CARD10	1.07	0.097	6.282E-01	Caspase recruitment domain family, member 10
S100A11	1.07	0.097	8.914E-01	Predicted gene, EG665509
PIAS3	1.07	0.097	7.391E-01	
PPT1	1.07	0.097	7.891E-01	Transcribed locus
1500001L15RIK	1.07	0.097	5.664E-01	
KIF13A	1.069	0.097	3.875E-01	Kinesin family member 13A
EBNA1BP2	1.069	0.096	8.110E-01	EBNA1 binding protein 2
SRP72	1.069	0.096	5.615E-01	Signal recognition particle 72
AKR7A5	1.069	0.096	6.692E-01	Aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)
EHMT2	1.069	0.096	6.600E-01	Euchromatic histone lysine N-methyltransferase 2
SUZ12	1.069	0.096	8.144E-01	Suppressor of zeste 12 homolog (Drosophila)
NPLOC4	1.069	0.096	7.652E-01	Nuclear protein localization 4 homolog (S. cerevisiae)
F5	1.068	0.096	1.155E-02	Coagulation factor V
BC030499	1.068	0.096	7.438E-01	
IHPK1	1.068	0.095	5.834E-01	
DCI	1.068	0.095	8.583E-01	
ZFP597	1.068	0.095	8.679E-01	Zinc finger protein 597
SH3BP5L	1.068	0.095	4.588E-01	Transcribed locus
TOMM70A	1.068	0.095	8.500E-01	Translocase of outer mitochondrial membrane 70 homolog A (yeast)
MRPL10	1.068	0.095	5.674E-01	
B020018G12RIK	1.068	0.095	8.766E-01	Transcribed locus
GALNT12	1.068	0.095	3.486E-02	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12
TBRG4	1.068	0.095	8.205E-01	Transforming growth factor beta regulated gene 4
NT5C	1.068	0.095	8.745E-01	
SF3B2	1.068	0.095	6.256E-01	Splicing factor 3b, subunit 2
ZCCHC17	1.068	0.094	2.621E-01	Transcribed locus
HERPUD1	1.068	0.094	5.426E-01	Homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
HSPD1	1.068	0.094	7.800E-01	Heat shock protein 1 (chaperonin)
DPP9	1.067	0.094	8.490E-01	Transcribed locus
LGALS1	1.067	0.094	6.525E-01	
PIAS2	1.067	0.094	4.731E-01	Transcribed locus
UGP2	1.067	0.094	8.797E-01	Transcribed locus, strongly similar to XP_001086015.1 similar to UDP-glucose pyrophosphorylase 2 is
UNK	1.067	0.094	8.213E-01	Unkempt homolog (Drosophila)
FERMT2	1.067	0.094	6.315E-01	Pleckstrin homology domain containing, family C (with FERM domain) member 1
TMEM134	1.067	0.093	7.836E-01	
FGFBP3	1.067	0.093	7.652E-01	Transcribed locus
NDEL1	1.066	0.093	7.179E-01	Nuclear distribution gene E-like homolog 1 (A. nidulans)
PSMD7	1.066	0.093	7.274E-01	
FAF1	1.066	0.092	6.285E-01	Fas-associated factor 1
ZDHHC7	1.066	0.092	7.466E-01	
SLC30A7	1.066	0.092	9.094E-02	
AP4M1	1.066	0.092	8.733E-01	
CASC3	1.066	0.092	4.213E-01	Cancer susceptibility candidate 3
Zfp259	1.066	0.092	7.417E-01	
F730014I05RIK	1.065	0.091	3.692E-01	
PDCD5	1.065	0.091	9.090E-02	
ZFP37	1.065	0.091	8.159E-01	Zinc finger protein 37
GM129	1.065	0.091	9.048E-01	
TSGA14	1.065	0.091	6.500E-01	
RAPSN	1.065	0.09	2.855E-01	
MRPL55	1.064	0.09	5.967E-01	
CLPP	1.064	0.09	7.636E-01	
CYB5R1	1.064	0.09	7.555E-01	Transcribed locus
LOC100048589	1.064	0.09	2.507E-01	
2600011E07RIK	1.064	0.09	8.222E-01	
JAK1	1.064	0.09	8.163E-01	Janus kinase 1
ZC3H18	1.064	0.089	7.720E-01	RIKEN cDNA 5830416A07 gene
POLR3B	1.064	0.089	7.211E-01	Polymerase (RNA) III (DNA directed) polypeptide B
SPAG6	1.064	0.089	6.072E-02	Sperm associated antigen 6
BRD9	1.064	0.089	6.318E-01	Transcribed locus
G3BP1	1.064	0.089	4.587E-01	Ras-GTPase-activating protein SH3-domain binding protein 1
DYNLRB1	1.063	0.089	6.922E-01	
ACOT10	1.063	0.089	8.529E-03	Acyl-CoA thioesterase 9
2610110G12RIK	1.063	0.088	1.974E-01	
NSMCE2	1.063	0.088	7.271E-01	
LARS	1.063	0.088	8.988E-01	
RRP9	1.063	0.088	8.529E-01	
SPOP	1.063	0.088	6.842E-01	Speckle-type POZ protein
AP1G1	1.063	0.088	8.271E-01	Adaptor protein complex AP-1, gamma 1 subunit
6030443O07RIK	1.063	0.088	7.267E-01	
BDH2	1.062	0.087	6.834E-03	
DHRS7	1.062	0.087	8.167E-01	
PSG23	1.062	0.087	8.136E-01	Pregnancy-specific glycoprotein 23
SAPS1	1.062	0.086	8.088E-01	
SOCS6	1.062	0.086	1.162E-01	Transcribed locus
LOC100047184	1.061	0.086	4.858E-01	
OPRS1	1.061	0.086	8.286E-01	
ATXN7L2	1.061	0.086	8.298E-01	
ELL	1.061	0.086	7.314E-01	Elongation factor RNA polymerase II
BC013712	1.061	0.085	3.704E-03	
ZYX	1.061	0.085	5.216E-01	
EG630499	1.061	0.085	1.462E-01	
SCAMP5	1.06	0.085	5.178E-01	Secretory carrier membrane protein 5
CXADR	1.06	0.085	9.030E-01	Transcribed locus
PKNOX1	1.06	0.084	2.096E-02	Pbx/knotted 1 homeobox
LOC100048480	1.06	0.084	8.866E-01	
FEZ1	1.06	0.084	7.279E-01	Fasciculation and elongation protein zeta 1 (zygin I)
CNOT2	1.06	0.084	5.210E-01	Transcribed locus
POLR2J	1.06	0.084	4.662E-01	Polymerase (RNA) II (DNA directed) polypeptide J
ZFP27	1.06	0.084	8.117E-01	Zinc finger protein 27
CNO	1.059	0.083	8.449E-01	
IFI35	1.059	0.083	2.112E-01	Interferon-induced protein 35
GPS2	1.059	0.083	8.580E-01	
GPR177	1.059	0.083	8.719E-01	
PHLPP	1.059	0.083	7.237E-04	
LSM4	1.059	0.083	7.262E-01	
D430028G21RIK	1.059	0.082	7.336E-02	
LMNA	1.059	0.082	9.103E-01	CDNA, clone:Y1G0133E05, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000029699, bas
OAS1G	1.059	0.082	2.250E-02	2'-5' oligoadenylate synthetase 1G
DAPK2	1.058	0.082	1.014E-02	Death-associated kinase 2
PICK1	1.058	0.081	7.483E-01	
NIT1	1.058	0.081	4.452E-01	CDNA, clone:Y0G0132H14, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000014141, ba
LIMD1	1.058	0.081	3.155E-01	LIM domains containing 1
H2-EB1	1.058	0.081	8.729E-01	Transcribed locus
ARRDC4	1.058	0.081	7.256E-01	Arrestin domain containing 4
PSME2	1.058	0.081	6.752E-01	
ARS2	1.057	0.081	7.639E-01	
UBLCP1	1.057	0.08	8.719E-01	Ubiquitin-like domain containing CTD phosphatase 1
SKIV2L	1.057	0.08	8.286E-01	
DHX58	1.057	0.08	1.052E-02	DEXH (Asp-Glu-X-His) box polypeptide 58
PHKB	1.057	0.08	8.917E-01	Phosphorylase kinase beta
STX6	1.057	0.079	8.173E-01	Transcribed locus
LOC100047837	1.057	0.079	6.210E-01	
OASL2	1.057	0.079	8.741E-02	2'-5' oligoadenylate synthetase-like 2
CDK5	1.056	0.079	6.997E-01	Cyclin-dependent kinase 5
1700113I22RIK	1.056	0.079	8.577E-01	
PRPF19	1.056	0.079	6.222E-01	Transcribed locus
WDR77	1.056	0.079	8.571E-01	Transcribed locus
BC031853	1.056	0.079	8.882E-01	
ARL8A	1.056	0.078	7.584E-01	Transcribed locus
ZCWPW1	1.056	0.078	2.498E-02	
FBXL10	1.055	0.078	8.821E-01	
PLCB3	1.055	0.077	7.589E-01	
C2CD3	1.055	0.077	8.213E-01	Expressed sequence AU020772
PSMC3	1.055	0.077	5.861E-01	Proteasome (prosome, macropain) 26S subunit, ATPase 3
MGAT1	1.055	0.077	1.815E-01	Mannoside acetylglucosaminyltransferase 1
CYP4F16	1.055	0.077	8.035E-01	
MPV17L	1.055	0.077	8.659E-01	Transcribed locus
COL6A2	1.055	0.077	8.113E-01	Collagen, type VI, alpha 2
ATF2	1.055	0.077	8.298E-01	Activating transcription factor 2
COX19	1.054	0.077	8.196E-01	
TPPP3	1.054	0.077	8.159E-01	Tubulin polymerization-promoting protein family member 3
QRICH1	1.054	0.076	8.812E-01	Glutamine-rich 1
RPL37	1.054	0.076	7.006E-01	
2700055A20RIK	1.054	0.076	9.043E-01	
4933403G14RIK	1.054	0.076	2.398E-01	
5730453I16RIK	1.054	0.076	7.643E-01	
PPP1R2	1.054	0.076	7.196E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 2
9430023L20Rik	1.054	0.075	8.721E-01	
VPS4B	1.054	0.075	1.165E-01	Similar to vacuolar protein sorting 4b
PSMB5	1.054	0.075	9.073E-01	
BAD	1.054	0.075	8.752E-01	Transcribed locus
BC008163	1.054	0.075	8.286E-01	
CCNG1	1.053	0.075	9.267E-01	Cyclin G1
LRP4	1.053	0.075	8.907E-01	Low density lipoprotein receptor-related protein 4
DLST	1.053	0.075	8.079E-01	Transcribed locus
RNF219	1.053	0.075	6.268E-01	RIKEN cDNA 2610206B13 gene
MRPL49	1.053	0.075	8.511E-01	Mitochondrial ribosomal protein L49
SLC25A5	1.053	0.074	7.492E-01	Transcribed locus
A630042L21RIK	1.053	0.074	8.062E-01	
1110007L15RIK	1.053	0.074	7.283E-01	
LOC216443	1.053	0.074	8.541E-01	
PPP1CA	1.053	0.074	7.635E-01	
1810037C20RIK	1.053	0.074	5.765E-01	
RPS15	1.052	0.074	7.395E-01	Transcribed locus, moderately similar to XP_001091344.1 similar to 40S ribosomal protein S15 (RIG p
COX4NB	1.052	0.074	9.101E-01	
RABL4	1.052	0.074	8.404E-01	
MID1	1.052	0.073	9.322E-01	Midline 1
ADAMTS19	1.052	0.073	2.916E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19
RPP21	1.052	0.073	7.690E-01	
PIBF1	1.052	0.073	3.228E-03	
RUFY1	1.052	0.073	8.653E-01	RUN and FYVE domain containing 1
MON1B	1.052	0.073	3.424E-01	Transcribed locus
UPF2	1.052	0.073	7.040E-01	UPF2 regulator of nonsense transcripts homolog (yeast)
MRPS31	1.052	0.073	8.239E-01	Mitochondrial ribosomal protein S31
2410025L10RIK	1.052	0.073	7.653E-01	
ZFP607	1.052	0.073	9.524E-01	
KRT8	1.052	0.073	6.346E-02	
MAP3K8	1.052	0.072	6.794E-01	Mitogen activated protein kinase kinase kinase 8
1110039B18RIK	1.051	0.072	8.546E-01	
ABTB1	1.051	0.072	9.104E-01	Transcribed locus
SEC61A2	1.051	0.072	7.440E-01	Sec61, alpha subunit 2 (S. cerevisiae)
CIAPIN1	1.051	0.072	8.482E-01	Cytokine induced apoptosis inhibitor 1
CBX8	1.051	0.072	6.224E-01	Chromobox homolog 8 (Drosophila Pc class)
SERBP1	1.051	0.072	8.224E-01	Serpine1 mRNA binding protein 1
TIAL1	1.051	0.072	9.418E-01	Tia1 cytotoxic granule-associated RNA binding protein-like 1
NEO1	1.051	0.071	8.797E-01	Transcribed locus
SNAI3	1.05	0.071	5.433E-01	Snail homolog 3 (Drosophila)
4932441K18RIK	1.05	0.071	8.200E-01	
RECK	1.05	0.071	5.548E-01	Transcribed locus
RBM28	1.05	0.071	7.937E-01	RNA binding motif protein 28
ISL1	1.05	0.071	4.086E-01	Transcribed locus
RAB33A	1.05	0.071	8.721E-01	RAB33A, member of RAS oncogene family
RALBP1	1.05	0.071	6.571E-01	RalA binding protein 1
FTSJ3	1.05	0.07	8.001E-01	FtsJ homolog 3 (E. coli)
STARD8	1.05	0.07	8.826E-01	START domain containing 8
RER1	1.05	0.07	8.758E-01	Transcribed locus
NUPL1	1.05	0.07	8.744E-01	
FKBP2	1.05	0.07	7.914E-01	
D10627	1.049	0.07	1.046E-02	
MORF4L2	1.049	0.07	6.564E-01	Similar to Mortality factor 4-like protein 2 (MORF-related gene X protein) (Transcription factor-lik
BNIP2	1.049	0.07	8.867E-01	BCL2/adenovirus E1B interacting protein 1, NIP2
TRIM11	1.049	0.069	9.313E-01	Transcribed locus
GPM6B	1.049	0.069	3.656E-01	Glycoprotein m6b
ACSS2	1.049	0.069	8.185E-01	Acyl-CoA synthetase short-chain family member 2
1190005I06RIK	1.049	0.069	1.432E-02	
SPATA2L	1.049	0.069	8.531E-01	Spermatogenesis associated 2-like
PHC2	1.049	0.069	8.389E-01	Polyhomeotic-like 2 (Drosophila)
ZFP235	1.049	0.069	8.062E-01	Zinc finger protein 235
BTBD10	1.049	0.069	6.408E-01	Transcribed locus
FIGN	1.049	0.069	1.132E-02	Fidgetin
SF3B5	1.049	0.069	7.641E-01	
BCKDHA	1.049	0.069	8.784E-01	Branched chain ketoacid dehydrogenase E1, alpha polypeptide
BCAS2	1.049	0.068	8.768E-01	Breast carcinoma amplified sequence 2
THOC6	1.049	0.068	8.648E-01	THO complex 6 homolog (Drosophila)
GRIPAP1	1.048	0.068	6.956E-01	Transcribed locus
PRDX5	1.048	0.068	8.721E-01	
PACSIN2	1.048	0.068	3.987E-02	Protein kinase C and casein kinase substrate in neurons 2
ZFP661	1.048	0.068	1.718E-03	Zinc finger protein 661
UBAP2	1.048	0.068	7.584E-01	Ubiquitin-associated protein 2
MIB2	1.048	0.068	7.808E-01	Mindbomb homolog 2 (Drosophila)
PLOD1	1.048	0.068	9.788E-04	
PIGT	1.048	0.068	9.014E-01	Phosphatidylinositol glycan anchor biosynthesis, class T
PDGFA	1.048	0.068	8.698E-01	
SACM1L	1.048	0.068	6.662E-01	SAC1 (suppressor of actin mutations 1, homolog)-like (S. cerevisiae)
POLD2	1.048	0.068	8.902E-01	Polymerase (DNA directed), delta 2, regulatory subunit
FRAG1	1.048	0.067	1.206E-02	
PSENEN	1.048	0.067	8.725E-01	
ZKSCAN6	1.048	0.067	8.565E-01	Zinc finger with KRAB and SCAN domains 6
FIP1L1	1.048	0.067	1.801E-02	Transcribed locus
VPS26	1.048	0.067	7.290E-01	
DSCR1	1.047	0.067	8.553E-01	
COL23A1	1.047	0.067	8.930E-01	Collagen, type XXIII, alpha 1
SUPT6H	1.047	0.067	7.277E-01	suppressor of Ty 6 homolog (S. cerevisiae)
MOD1	1.047	0.067	1.449E-01	
H2-AA	1.047	0.066	8.249E-01	
SRPR	1.047	0.066	9.287E-01	
PRR14	1.047	0.066	9.047E-01	Proline rich 14
NOC4L	1.047	0.066	9.256E-01	Nucleolar complex associated 4 homolog (S. cerevisiae)
TXNL4A	1.047	0.066	7.757E-01	Transcribed locus
ETV4	1.047	0.066	6.319E-01	Ets variant gene 4 (E1A enhancer binding protein, E1AF)
ZMYM6	1.047	0.066	2.600E-01	Zinc finger, MYM-type 6
SNRPD3	1.046	0.066	7.355E-01	
CLCN2	1.046	0.066	8.444E-01	
XPO5	1.046	0.065	9.082E-01	Exportin 5
CHST1	1.046	0.065	8.286E-01	Carbohydrate (keratan sulfate Gal-6) sulfotransferase 1
PHF13	1.046	0.065	8.308E-01	PHD finger protein 13
TMEM38B	1.046	0.065	9.214E-01	Transmembrane protein 38B
NCSTN	1.046	0.065	8.474E-01	Nicastrin
CAPRIN1	1.046	0.065	8.123E-01	Transcribed locus
ZFP629	1.046	0.065	4.619E-01	Zinc finger protein 629
1700023M03RIK	1.046	0.065	9.173E-01	
RWDD4A	1.046	0.065	8.553E-01	RWD domain containing 4A
CDC23	1.046	0.064	9.215E-01	CDC23 (cell division cycle 23, yeast, homolog)
YWHAZ	1.045	0.064	6.336E-01	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
TBC1D9B	1.045	0.064	8.529E-01	TBC1 domain family, member 9B
ATF7IP	1.045	0.064	8.186E-01	Activating transcription factor 7 interacting protein
PARP2	1.045	0.064	7.622E-01	
SEC15L1	1.045	0.064	4.914E-01	
SNF1LK2	1.045	0.063	9.043E-01	
PCBP2	1.045	0.063	9.330E-01	
PSMC2	1.045	0.063	5.156E-01	
BC065397	1.044	0.063	8.087E-01	
1110012D08RIK	1.044	0.063	8.546E-01	
LMO4	1.044	0.063	7.918E-01	
ZCCHC12	1.044	0.063	2.567E-01	Zinc finger, CCHC domain containing 12
SLC16A9	1.044	0.062	3.624E-03	Solute carrier family 16 (monocarboxylic acid transporters), member 9
NDFIP2	1.044	0.062	8.664E-01	Transcribed locus, weakly similar to XP_001095360.1 similar to Nedd4 family interacting protein 1 [
RFTN1	1.044	0.062	4.138E-02	Raftlin lipid raft linker 1
RARB	1.044	0.062	4.056E-03	Retinoic acid receptor, beta
SRP9	1.044	0.062	7.602E-01	Transcribed locus
EG665378	1.044	0.061	9.638E-01	
LOC100047634	1.043	0.061	8.990E-01	
MED8	1.043	0.061	8.866E-01	Mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)
UHRF2	1.043	0.061	7.471E-01	Ubiquitin-like, containing PHD and RING finger domains 2
NAT2	1.043	0.061	6.663E-02	N-acetyltransferase 2 (arylamine N-acetyltransferase)
DDOST	1.043	0.061	9.064E-01	Transcribed locus
A930008G19RIK	1.043	0.061	6.646E-02	
EIF3F	1.043	0.061	6.716E-01	Eukaryotic translation initiation factor 3, subunit F
GRAMD1B	1.043	0.061	8.259E-01	
ALDH18A1	1.043	0.061	8.895E-01	Aldehyde dehydrogenase 18 family, member A1
D830014E11RIK	1.043	0.061	2.537E-06	
PPP1R3F	1.043	0.061	9.028E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 3F
ALDH4A1	1.043	0.061	8.387E-01	Transcribed locus
ZFP187	1.043	0.061	8.426E-01	
TMEM167	1.043	0.06	7.631E-01	Transcribed locus
PPP1R9A	1.043	0.06	7.362E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 9A
SOX2	1.042	0.06	1.128E-03	Transcribed locus
RBMS1	1.042	0.06	8.998E-01	Transcribed locus
USP18	1.042	0.059	6.887E-01	Ubiquitin specific peptidase 18
EFTUD1	1.042	0.059	7.394E-01	Elongation factor Tu GTP binding domain containing 1
JAM2	1.042	0.059	1.673E-01	Transcribed locus
LSM3	1.042	0.059	9.418E-01	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)
CST3	1.042	0.059	8.593E-01	Transcribed locus
G6PDX	1.042	0.059	2.026E-02	Glucose-6-phosphate dehydrogenase X-linked
CASP4	1.042	0.059	2.316E-04	
PUS1	1.041	0.058	3.401E-02	Pseudouridine synthase 1
SYF2	1.041	0.058	8.659E-01	Transcribed locus
HDAC6	1.041	0.058	9.109E-01	
USP1	1.041	0.058	8.561E-01	Ubiquitin specific peptdiase 1
ASB3	1.041	0.058	8.130E-01	Transcribed locus
CFL1	1.041	0.058	9.065E-01	Cofilin 1, non-muscle
XRCC3	1.041	0.058	4.720E-07	X-ray repair complementing defective repair in Chinese hamster cells 3
UHRF1	1.041	0.058	1.245E-02	Predicted gene, EG434907
2010003O18RIK	1.041	0.058	8.420E-01	
CIC	1.041	0.058	8.979E-01	Capicua homolog (Drosophila)
BMF	1.041	0.058	4.086E-03	Bcl2 modifying factor
LOC100046120	1.041	0.058	7.834E-01	
WDR46	1.041	0.058	2.508E-02	WD repeat domain 46
TSN	1.041	0.058	9.267E-01	Translin
ATP5E	1.041	0.057	8.624E-01	
CCDC5	1.04	0.057	2.898E-01	
LDHA	1.04	0.057	8.475E-01	Lactate dehydrogenase A
ATXN2L	1.04	0.057	8.283E-01	Transcribed locus
NINJ2	1.04	0.057	1.167E-03	Ninjurin 2
PRPF39	1.04	0.057	9.378E-01	Transcribed locus
6330548G22RIK	1.04	0.057	3.405E-01	
MED31	1.04	0.057	3.223E-01	
HCFC1	1.04	0.056	9.041E-01	Host cell factor C1
HARBI1	1.04	0.056	7.951E-01	
CDC2L1	1.04	0.056	8.449E-01	
PPS	1.04	0.056	9.414E-01	
NUP210	1.04	0.056	8.346E-01	Nucleoporin 210
FPGS	1.04	0.056	8.729E-01	
4932442K08RIK	1.04	0.056	7.196E-02	
CENPL	1.039	0.056	7.349E-01	
WDR9	1.039	0.056	8.384E-01	
AI847670	1.039	0.056	9.090E-01	
USP10	1.039	0.055	7.097E-01	Ubiquitin specific peptidase 10
CCDC131	1.039	0.055	8.384E-01	
UBOX5	1.039	0.055	9.145E-01	U box domain containing 5
POLI	1.039	0.055	8.040E-01	Transcribed locus, moderately similar to XP_225844.4 similar to polymerase (DNA directed), iota [Ra
AMMECR1L	1.038	0.054	9.158E-01	AMME chromosomal region gene 1-like
SLC39A13	1.038	0.054	8.553E-01	Solute carrier family 39 (metal ion transporter), member 13
PLA2G6	1.038	0.054	3.935E-02	Phospholipase A2, group VI
ATP7A	1.038	0.054	2.095E-02	ATPase, Cu++ transporting, alpha polypeptide
ZFYVE1	1.038	0.054	2.783E-02	Zinc finger, FYVE domain containing 1
MBOAT5	1.038	0.054	8.554E-01	
LOC100047490	1.038	0.054	7.339E-01	
DNAJA3	1.038	0.054	8.281E-01	Transcribed locus, moderately similar to XP_510781.2 DnaJ (Hsp40) homolog, subfamily A, member 3 [P
UBE2L3	1.038	0.053	7.857E-01	Ubiquitin-conjugating enzyme E2L 3
MARS	1.038	0.053	4.035E-02	
YIPF1	1.038	0.053	9.322E-01	
AOF2	1.038	0.053	7.841E-01	
RPL38	1.038	0.053	8.565E-01	Transcribed locus, strongly similar to XP_001083966.1 similar to 60S ribosomal protein L38 [Macaca
MRPL17	1.037	0.053	8.424E-01	Transcribed locus, moderately similar to XP_001084385.1 similar to mitochondrial ribosomal protein
2600010E01RIK	1.037	0.053	6.151E-06	
GORASP2	1.037	0.053	7.862E-01	Golgi reassembly stacking protein 2
TRIM47	1.037	0.053	6.817E-03	Tripartite motif protein 47
LPGAT1	1.037	0.053	4.264E-02	Lysophosphatidylglycerol acyltransferase 1
AHSA2	1.037	0.052	1.707E-01	AHA1, activator of heat shock protein ATPase homolog 2 (yeast)
PAK4	1.037	0.052	7.064E-01	P21 (CDKN1A)-activated kinase 4
PARP12	1.037	0.052	1.299E-02	Poly (ADP-ribose) polymerase family, member 12
DENR	1.037	0.052	3.373E-01	
AURKAIP1	1.037	0.052	8.583E-01	
TRPM3	1.037	0.052	2.618E-02	Transcribed locus
TMEM59	1.037	0.052	8.215E-01	Transcribed locus
LTBP4	1.037	0.052	9.088E-01	Latent transforming growth factor beta binding protein 4
COMMD5	1.037	0.052	9.496E-02	COMM domain containing 5
RBM12	1.037	0.052	2.821E-01	Transcribed locus
CPNE2	1.037	0.052	1.657E-01	Copine II
STAC3	1.037	0.052	4.963E-01	SH3 and cysteine rich domain 3
SLC2A5	1.036	0.052	5.956E-02	Solute carrier family 2 (facilitated glucose transporter), member 5
PSMD13	1.036	0.052	7.771E-01	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 13
WBSCR18	1.036	0.052	8.483E-01	
BST2	1.036	0.052	3.764E-02	
YME1L1	1.036	0.051	9.144E-01	YME1-like 1 (S. cerevisiae)
TRAFD1	1.036	0.051	8.206E-01	
IFNAR2	1.036	0.051	1.911E-01	Interferon (alpha and beta) receptor 2
PMVK	1.036	0.051	1.614E-01	Phosphomevalonate kinase
NR1H2	1.036	0.051	8.661E-01	Nuclear receptor subfamily 1, group H, member 2
TTC33	1.036	0.051	1.135E-02	Tetratricopeptide repeat domain 33
WDR51B	1.036	0.051	9.073E-01	
NAT6	1.036	0.051	1.217E-02	
BC066107	1.036	0.051	3.843E-01	
GCS1	1.036	0.05	9.405E-01	
AI597479	1.035	0.05	7.416E-01	Expressed sequence AI597479
DAPP1	1.035	0.05	2.770E-04	Dual adaptor for phosphotyrosine and 3-phosphoinositides 1
SORBS3	1.035	0.05	1.048E-04	Sorbin and SH3 domain containing 3
SEPT7	1.035	0.05	1.083E-03	Transcribed locus, weakly similar to XP_001104752.1 similar to cell division cycle 10 isoform 2 [Ma
MBOAT2	1.035	0.05	9.249E-01	
1500032D16RIK	1.035	0.05	8.949E-01	
AFF1	1.035	0.05	7.002E-01	AF4/FMR2 family, member 1
EIF3I	1.035	0.05	8.216E-01	Eukaryotic translation initiation factor 3, subunit I
BTBD14B	1.035	0.05	2.527E-01	
TXNRD2	1.035	0.05	9.196E-01	Thioredoxin reductase 2
DEPDC6	1.035	0.05	6.489E-02	
MVD	1.035	0.049	9.157E-01	
B230342M21RIK	1.035	0.049	8.561E-01	
NOXO1	1.035	0.049	1.398E-04	NADPH oxidase organizer 1
SIVA1	1.035	0.049	8.497E-01	Transcribed locus, moderately similar to NP_038957.1 binding protein (Hindu God of destruction) [Mu
GUCA1A	1.034	0.049	1.837E-01	
RCC1	1.034	0.049	2.393E-01	Transcribed locus
COPS5	1.034	0.048	8.969E-01	
SNX20	1.034	0.048	4.788E-01	
COMMD10	1.034	0.048	6.611E-01	
STK36	1.034	0.048	8.139E-01	
